CostCenter,Account,cost,BPA
Sales-02,100000,22612.11,implementation.csv
Sales-02,100001,5879.15,implementation.csv
Sales-02,200000,12931.95,implementation.csv
Sales-02,400000,674.8,implementation.csv
Sales-02,400001,348.93,phones.csv
Sales-02,500000,18362.15,phones.csv
Sales-02,600000,44658.85,phones.csv
Sales-02,600001,35000.48,phones.csv
Sales-02,600002,7005.77,phones.csv
Sales-02,700000,8360.48,phones.csv
Sales-02,700001,3933.15,phones.csv
Sales-02,700002,6690.84,phones.csv
Sales-02,700003,1691.29,phones.csv
Sales-02,800000,2992.36,phones.csv
Sales-02,800001,9155.91,ITDemand.csv
Sales-02,800002,6490.4,phones.csv
Sales-03,100000,28358.44,phones.csv
Sales-03,100001,7373.19,phones.csv
Sales-03,200000,54132.08,phones.csv
Sales-03,400000,549.02,phones.csv
Sales-03,400001,286.84,phones.csv
Sales-03,500000,16785.77,phones.csv
Sales-03,600000,38218.7,phones.csv
Sales-03,600001,28643.82,phones.csv
Sales-03,600002,14364.32,phones.csv
Sales-03,700000,6450.4,phones.csv
Sales-03,700001,6815.71,sales.csv
Sales-03,700002,8941.66,sales.csv
Sales-03,700003,3850.04,sales.csv
Sales-03,800000,809.11,sales.csv
Sales-03,800001,7711.3,sales.csv
Sales-03,800002,2415.74,sales.csv
Sales-04,100000,30776.42,sales.csv
Sales-04,100001,8001.87,sales.csv
Sales-04,200000,96455.49,sales.csv
Sales-04,400000,969.41,phones.csv
Sales-04,400001,961.74,phones.csv
Sales-04,500000,26531.3,phones.csv
Sales-04,600000,16279.67,phones.csv
Sales-04,600001,3787.76,phones.csv
Sales-04,600002,10422.84,phones.csv
Sales-04,700000,1286.08,phones.csv
Sales-04,700001,9059.93,phones.csv
Sales-04,700002,7572.39,phones.csv
Sales-04,700003,7730.84,phones.csv
Sales-04,800000,3588.58,phones.csv
Sales-04,800001,4803.35,phones.csv
Sales-04,800002,2882.72,phones.csv
Sales-05,100000,59954.37,phones.csv
Sales-05,100001,15588.14,phones.csv
Sales-05,200000,82968.47,phones.csv
Sales-05,400000,121.2,phones.csv
Sales-05,400001,340.02,phones.csv
Sales-05,500000,21636.32,phones.csv
Sales-05,600000,11012.38,phones.csv
Sales-05,600001,20623.15,phones.csv
Sales-05,600002,19242.83,phones.csv
Sales-05,700000,9474.81,phones.csv
Sales-05,700001,7725.18,phones.csv
Sales-05,700002,5757.31,phones.csv
Sales-05,700003,5012.32,phones.csv
Sales-05,800000,7958.44,phones.csv
Sales-05,800001,7263.82,phones.csv
Sales-05,800002,9620.62,phones.csv
Marketing-01,100000,68637.04,phones.csv
Marketing-01,100001,17845.63,phones.csv
Marketing-01,200000,93662.1,phones.csv
Marketing-01,400000,799.47,phones.csv
Marketing-01,400001,997.6,phones.csv
Marketing-01,500000,2948.46,phones.csv
Marketing-01,600000,32610.19,phones.csv
Marketing-01,600001,34949.09,phones.csv
Marketing-01,600002,19065.07,phones.csv
Marketing-01,700000,4609.2,phones.csv
Marketing-01,700001,7556.7,phones.csv
Marketing-01,700002,5253.67,phones.csv
Marketing-01,700003,9244.76,ITDemand.csv
Marketing-01,800000,588.52,phones.csv
Marketing-01,800001,3901.69,phones.csv
Marketing-01,800002,4786.46,phones.csv
Marketing-02,100000,47233.12,phones.csv
Marketing-02,100001,12280.61,phones.csv
Marketing-02,200000,87579.1,phones.csv
Marketing-02,400000,25.9,phones.csv
Marketing-02,400001,241.25,ITDemand.csv
Marketing-02,500000,1168.7,phones.csv
Marketing-02,600000,40699.74,phones.csv
Marketing-02,600001,33584.58,phones.csv
Marketing-02,600002,20416.66,phones.csv
Marketing-02,700000,8591.56,phones.csv
Marketing-02,700001,7696.14,phones.csv
Marketing-02,700002,6862.74,phones.csv
Marketing-02,700003,4968.85,phones.csv
Marketing-02,800000,8901.62,phones.csv
Marketing-02,800001,5713.17,phones.csv
Marketing-02,800002,4524.55,phones.csv
Marketing-03,100000,4979.99,phones.csv
Marketing-03,100001,1294.8,phones.csv
Marketing-03,200000,20942.12,phones.csv
Marketing-03,400000,887.87,phones.csv
Marketing-03,400001,127.27,phones.csv
Marketing-03,500000,36511.56,phones.csv
Marketing-03,600000,44678.28,phones.csv
Marketing-03,600001,33930.23,phones.csv
Marketing-03,600002,37362.16,phones.csv
Marketing-03,700000,9636.24,phones.csv
Marketing-03,700001,3683.68,phones.csv
Marketing-03,700002,9462.48,phones.csv
Marketing-03,700003,2238.06,phones.csv
Marketing-03,800000,3447.76,phones.csv
Marketing-03,800001,2071.83,phones.csv
Marketing-03,800002,33.03,phones.csv
Product-Mgmt-01,100000,90056.46,phones.csv
Product-Mgmt-01,100001,23414.68,phones.csv
Product-Mgmt-01,200000,18737.71,phones.csv
Product-Mgmt-01,400000,9.1,phones.csv
Product-Mgmt-01,400001,225.03,phones.csv
Product-Mgmt-01,500000,6373.42,phones.csv
Product-Mgmt-01,600000,13852.23,phones.csv
Product-Mgmt-01,600001,36260.89,phones.csv
Product-Mgmt-01,600002,27231.49,phones.csv
Product-Mgmt-01,700000,1328.62,phones.csv
Product-Mgmt-01,700001,3345.74,phones.csv
Product-Mgmt-01,700002,8483.23,phones.csv
Product-Mgmt-01,700003,9991.29,phones.csv
Product-Mgmt-01,800000,7649.79,phones.csv
Product-Mgmt-01,800001,937.55,phones.csv
Product-Mgmt-01,800002,4836.07,phones.csv
R&D-01,100000,51424.47,phones.csv
R&D-01,100001,13370.36,phones.csv
R&D-01,200000,75097.37,phones.csv
R&D-01,400000,510.82,phones.csv
R&D-01,400001,108.68,phones.csv
R&D-01,500000,17487.59,phones.csv
R&D-01,600000,9858.62,phones.csv
R&D-01,600001,40567.94,phones.csv
R&D-01,600002,15397.21,phones.csv
R&D-01,700000,7806.68,phones.csv
R&D-01,700001,4547.6,phones.csv
R&D-01,700002,6367.06,phones.csv
R&D-01,700003,5917.54,phones.csv
R&D-01,800000,5200.17,phones.csv
R&D-01,800001,5582.75,phones.csv
R&D-01,800002,6032.65,phones.csv
R&D-02,100000,40519.77,phones.csv
R&D-02,100001,10535.14,phones.csv
R&D-02,200000,99039.04,phones.csv
R&D-02,400000,201.56,phones.csv
R&D-02,400001,240.67,phones.csv
R&D-02,500000,15394.39,phones.csv
R&D-02,600000,20550.94,phones.csv
R&D-02,600001,41307.57,phones.csv
R&D-02,600002,10257.49,phones.csv
R&D-02,700000,2313.63,phones.csv
R&D-02,700001,7306.86,phones.csv
R&D-02,700002,3282.48,phones.csv
R&D-02,700003,9970.51,phones.csv
R&D-02,800000,9655.46,phones.csv
R&D-02,800001,3396.49,phones.csv
R&D-02,800002,6284.33,phones.csv
R&D-03,100000,5929.22,phones.csv
R&D-03,100001,1541.6,phones.csv
R&D-03,200000,58479.94,phones.csv
R&D-03,400000,950.24,phones.csv
R&D-03,400001,842.72,phones.csv
R&D-03,500000,3362.58,phones.csv
R&D-03,600000,38345.04,phones.csv
R&D-03,600001,21945.77,phones.csv
R&D-03,600002,13444.01,phones.csv
R&D-03,700000,5098.45,phones.csv
R&D-03,700001,3333,phones.csv
R&D-03,700002,8556.25,phones.csv
R&D-03,700003,1896.2,phones.csv
R&D-03,800000,6197.01,phones.csv
R&D-03,800001,1325.53,phones.csv
R&D-03,800002,9332,phones.csv
R&D-04,100000,20975.6,phones.csv
R&D-04,100001,5453.66,phones.csv
R&D-04,200000,96590.66,phones.csv
R&D-04,400000,514.34,phones.csv
R&D-04,400001,331.81,phones.csv
R&D-04,500000,29005.98,phones.csv
R&D-04,600000,12555.98,phones.csv
R&D-04,600001,7380.81,phones.csv
R&D-04,600002,12342.14,phones.csv
R&D-04,700000,9286.68,phones.csv
R&D-04,700001,8200.56,phones.csv
R&D-04,700002,9340.43,phones.csv
R&D-04,700003,9019.21,phones.csv
R&D-04,800000,7086.49,phones.csv
R&D-04,800001,4078.68,phones.csv
R&D-04,800002,576.05,phones.csv
FIN-01,100000,82384.9,phones.csv
FIN-01,100001,21420.07,phones.csv
FIN-01,200000,5139.09,phones.csv
FIN-01,400000,385.97,phones.csv
FIN-01,400001,634.06,phones.csv
FIN-01,500000,19897.24,phones.csv
FIN-01,600000,8153.72,phones.csv
FIN-01,600001,44891.63,phones.csv
FIN-01,600002,38478.7,phones.csv
FIN-01,700000,6229.27,phones.csv
FIN-01,700001,3123.19,phones.csv
FIN-01,700002,8214.5,phones.csv
FIN-01,700003,665.36,phones.csv
FIN-01,800000,8464.96,phones.csv
FIN-01,800001,6702.03,phones.csv
FIN-01,800002,1154.39,phones.csv
ACC-01,100000,72599.76,phones.csv
ACC-01,100001,18875.94,phones.csv
ACC-01,200000,37283.11,phones.csv
ACC-01,400000,283.11,phones.csv
ACC-01,400001,794.79,phones.csv
ACC-01,500000,23008.48,phones.csv
ACC-01,600000,10784.77,phones.csv
ACC-01,600001,10.93,phones.csv
ACC-01,600002,24073.56,phones.csv
ACC-01,700000,2129.64,phones.csv
ACC-01,700001,8020.15,phones.csv
ACC-01,700002,9347.79,phones.csv
ACC-01,700003,3814.57,phones.csv
ACC-01,800000,5942.25,phones.csv
ACC-01,800001,4481.31,phones.csv
ACC-01,800002,1355.55,phones.csv
IT-01,100000,99702.11,phones.csv
IT-01,100001,25922.55,phones.csv
IT-01,200000,14642.51,phones.csv
IT-01,400000,208.61,phones.csv
IT-01,400001,562.84,phones.csv
IT-01,500000,39706.62,phones.csv
IT-01,600000,16129.12,phones.csv
IT-01,600001,39959.59,phones.csv
IT-01,600002,1510.63,phones.csv
IT-01,700000,8013.89,phones.csv
IT-01,700001,2718.61,phones.csv
IT-01,700002,874.32,phones.csv
IT-01,700003,5033.3,phones.csv
IT-01,800000,6814.78,phones.csv
IT-01,800001,1922.68,phones.csv
IT-01,800002,8298.93,phones.csv
PS-01,100000,56883.07,phones.csv
PS-01,100001,14789.6,phones.csv
PS-01,200000,19898.21,phones.csv
PS-01,400000,910.98,phones.csv
PS-01,400001,254.01,phones.csv
PS-01,500000,22714,phones.csv
PS-01,600000,34485.97,phones.csv
PS-01,600001,13562.93,phones.csv
PS-01,600002,20226.66,phones.csv
PS-01,700000,1962.71,phones.csv
PS-01,700001,6987.56,phones.csv
PS-01,700002,1266.68,phones.csv
PS-01,700003,7039.6,phones.csv
PS-01,800000,9840.91,phones.csv
PS-01,800001,3810.68,phones.csv
PS-01,800002,8786.83,phones.csv
IS-01,100000,14210.99,phones.csv
IS-01,100001,3694.86,phones.csv
IS-01,200000,80609.53,phones.csv
IS-01,400000,872.06,phones.csv
IS-01,400001,575.49,phones.csv
IS-01,500000,14064.28,phones.csv
IS-01,600000,42953.76,phones.csv
IS-01,600001,13098.53,phones.csv
IS-01,600002,10929.06,phones.csv
IS-01,700000,146.12,phones.csv
IS-01,700001,9495.57,phones.csv
IS-01,700002,916.98,phones.csv
IS-01,700003,2069.64,phones.csv
IS-01,800000,1075.93,phones.csv
IS-01,800001,834.91,phones.csv
IS-01,800002,2330.21,phones.csv
Exec-Office-01,100000,71792.86,phones.csv
Exec-Office-01,100001,18666.14,phones.csv
Exec-Office-01,200000,38280.26,phones.csv
Exec-Office-01,400000,896.91,phones.csv
Exec-Office-01,400001,610.92,phones.csv
Exec-Office-01,500000,1330.74,phones.csv
Exec-Office-01,600000,43242.63,phones.csv
Exec-Office-01,600001,5724.72,phones.csv
Exec-Office-01,600002,21119.26,phones.csv
Exec-Office-01,700000,493.04,phones.csv
Exec-Office-01,700001,2994.29,phones.csv
Exec-Office-01,700002,5404.48,phones.csv
Exec-Office-01,700003,5370.6,phones.csv
Exec-Office-01,800000,4873.28,phones.csv
Exec-Office-01,800001,6392.38,phones.csv
Exec-Office-01,800002,5331.29,phones.csv
LEG-01,100000,95604.84,phones.csv
LEG-01,100001,24857.26,phones.csv
LEG-01,200000,36002.62,phones.csv
LEG-01,400000,708.41,phones.csv
LEG-01,400001,991.33,phones.csv
LEG-01,500000,28762.58,phones.csv
LEG-01,600000,15239.24,phones.csv
LEG-01,600001,13461.66,phones.csv
LEG-01,600002,20804.01,phones.csv
LEG-01,700000,4041.74,phones.csv
LEG-01,700001,7490.25,phones.csv
LEG-01,700002,890.39,phones.csv
LEG-01,700003,9733,phones.csv
LEG-01,800000,5168.15,phones.csv
LEG-01,800001,1831.16,phones.csv
LEG-01,800002,5667.7,phones.csv
TAX-01,100000,42687.49,phones.csv
TAX-01,100001,11098.75,phones.csv
TAX-01,200000,82170.57,phones.csv
TAX-01,400000,756,phones.csv
TAX-01,400001,717.77,phones.csv
TAX-01,500000,13257.8,phones.csv
TAX-01,600000,40771.19,phones.csv
TAX-01,600001,17062.05,phones.csv
TAX-01,600002,4485.77,phones.csv
TAX-01,700000,9104.34,phones.csv
TAX-01,700001,1623.68,phones.csv
TAX-01,700002,1897.89,phones.csv
TAX-01,700003,9364.33,phones.csv
TAX-01,800000,2413.67,phones.csv
TAX-01,800001,7860.69,phones.csv
TAX-01,800002,7794.47,phones.csv
Sales-01,100000,32795.31,implementation.csv
Sales-01,100001,8526.78,implementation.csv
Sales-01,200000,60535.91,implementation.csv
Sales-01,400000,95.89,implementation.csv
Sales-01,400001,952.61,implementation.csv
Sales-01,500000,2159.35,ITDemand.csv
Sales-01,600000,39058.38,implementation.csv
Sales-01,600001,12080.59,implementation.csv
Sales-01,600002,19308.8,implementation.csv
Sales-01,700000,8882.29,implementation.csv
Sales-01,700001,3383.44,implementation.csv
Sales-01,700002,8448.38,implementation.csv
Sales-01,700003,4376.19,implementation.csv
Sales-01,800000,4492.73,implementation.csv
Sales-01,800001,6781.67,implementation.csv
Sales-01,800002,8376.11,implementation.csv
Sales-02,100000,40665.05,implementation.csv
Sales-02,100001,10572.91,implementation.csv
Sales-02,200000,65661.02,implementation.csv
Sales-02,400000,980.82,implementation.csv
Sales-02,400001,798.22,phones.csv
Sales-02,500000,35266.27,phones.csv
Sales-02,600000,20772.15,phones.csv
Sales-02,600001,14271.12,phones.csv
Sales-02,600002,4073.79,phones.csv
Sales-02,700000,7756.17,phones.csv
Sales-02,700001,809.37,phones.csv
Sales-02,700002,8662.35,phones.csv
Sales-02,700003,3463,phones.csv
Sales-02,800000,4021.27,phones.csv
Sales-02,800001,2180.62,ITDemand.csv
Sales-02,800002,6887.15,phones.csv
Sales-03,100000,19150.39,phones.csv
Sales-03,100001,4979.1,phones.csv
Sales-03,200000,84899.77,phones.csv
Sales-03,400000,266.2,phones.csv
Sales-03,400001,864.3,phones.csv
Sales-03,500000,36091.52,phones.csv
Sales-03,600000,43033.49,phones.csv
Sales-03,600001,43435.6,phones.csv
Sales-03,600002,36869.11,phones.csv
Sales-03,700000,6942.46,phones.csv
Sales-03,700001,5915.21,sales.csv
Sales-03,700002,1526.71,sales.csv
Sales-03,700003,1564.73,sales.csv
Sales-03,800000,1922.99,sales.csv
Sales-03,800001,9240.54,sales.csv
Sales-03,800002,634.11,sales.csv
Sales-04,100000,24018.08,sales.csv
Sales-04,100001,6244.7,sales.csv
Sales-04,200000,1457.66,sales.csv
Sales-04,400000,486.79,phones.csv
Sales-04,400001,231.51,phones.csv
Sales-04,500000,11553.64,phones.csv
Sales-04,600000,22427.68,phones.csv
Sales-04,600001,19107.37,phones.csv
Sales-04,600002,30741.48,phones.csv
Sales-04,700000,4292.32,phones.csv
Sales-04,700001,7857.9,phones.csv
Sales-04,700002,1367.03,phones.csv
Sales-04,700003,8174.75,phones.csv
Sales-04,800000,3686.75,phones.csv
Sales-04,800001,6147.26,phones.csv
Sales-04,800002,2797.46,phones.csv
Sales-05,100000,32121.68,phones.csv
Sales-05,100001,8351.64,phones.csv
Sales-05,200000,65295.53,phones.csv
Sales-05,400000,549.73,phones.csv
Sales-05,400001,307.24,phones.csv
Sales-05,500000,42223.44,phones.csv
Sales-05,600000,15199.84,phones.csv
Sales-05,600001,334.17,phones.csv
Sales-05,600002,44300.54,phones.csv
Sales-05,700000,3195.5,phones.csv
Sales-05,700001,3750.66,phones.csv
Sales-05,700002,37.88,phones.csv
Sales-05,700003,4751.21,phones.csv
Sales-05,800000,2526.35,phones.csv
Sales-05,800001,9783.97,phones.csv
Sales-05,800002,1895.82,phones.csv
Marketing-01,100000,98939.32,phones.csv
Marketing-01,100001,25724.22,phones.csv
Marketing-01,200000,17972.66,phones.csv
Marketing-01,400000,103.72,phones.csv
Marketing-01,400001,544.74,phones.csv
Marketing-01,500000,41993.17,phones.csv
Marketing-01,600000,9797.14,phones.csv
Marketing-01,600001,1171.2,phones.csv
Marketing-01,600002,37867.36,phones.csv
Marketing-01,700000,2486.96,phones.csv
Marketing-01,700001,8583.37,phones.csv
Marketing-01,700002,99.87,phones.csv
Marketing-01,700003,9758.56,ITDemand.csv
Marketing-01,800000,4863.35,phones.csv
Marketing-01,800001,3307.32,phones.csv
Marketing-01,800002,1440.57,phones.csv
Marketing-02,100000,83262.63,phones.csv
Marketing-02,100001,21648.28,phones.csv
Marketing-02,200000,19469.07,phones.csv
Marketing-02,400000,262.55,phones.csv
Marketing-02,400001,884.04,ITDemand.csv
Marketing-02,500000,27048.3,phones.csv
Marketing-02,600000,33222.18,phones.csv
Marketing-02,600001,413.63,phones.csv
Marketing-02,600002,44752.52,phones.csv
Marketing-02,700000,75.28,phones.csv
Marketing-02,700001,7620.22,phones.csv
Marketing-02,700002,7092.57,phones.csv
Marketing-02,700003,8241.61,phones.csv
Marketing-02,800000,4174.31,phones.csv
Marketing-02,800001,1142.13,phones.csv
Marketing-02,800002,6262.06,phones.csv
Marketing-03,100000,9819.44,phones.csv
Marketing-03,100001,2553.05,phones.csv
Marketing-03,200000,27799.76,phones.csv
Marketing-03,400000,966.22,phones.csv
Marketing-03,400001,149.31,phones.csv
Marketing-03,500000,28051.96,phones.csv
Marketing-03,600000,12878.78,phones.csv
Marketing-03,600001,9070.05,phones.csv
Marketing-03,600002,22669.38,phones.csv
Marketing-03,700000,8167.88,phones.csv
Marketing-03,700001,5550.5,phones.csv
Marketing-03,700002,9448.62,phones.csv
Marketing-03,700003,1819.73,phones.csv
Marketing-03,800000,6165.29,phones.csv
Marketing-03,800001,5091.12,phones.csv
Marketing-03,800002,1589.8,phones.csv
Product-Mgmt-01,100000,43651.33,phones.csv
Product-Mgmt-01,100001,11349.35,phones.csv
Product-Mgmt-01,200000,58614.34,phones.csv
Product-Mgmt-01,400000,933.09,phones.csv
Product-Mgmt-01,400001,845.33,phones.csv
Product-Mgmt-01,500000,12234.63,phones.csv
Product-Mgmt-01,600000,42734.21,phones.csv
Product-Mgmt-01,600001,22132.86,phones.csv
Product-Mgmt-01,600002,38174.83,phones.csv
Product-Mgmt-01,700000,1285.97,phones.csv
Product-Mgmt-01,700001,8679.06,phones.csv
Product-Mgmt-01,700002,6791.43,phones.csv
Product-Mgmt-01,700003,6610.25,phones.csv
Product-Mgmt-01,800000,8524.92,phones.csv
Product-Mgmt-01,800001,8136.03,phones.csv
Product-Mgmt-01,800002,1519.78,phones.csv
R&D-01,100000,82699.08,phones.csv
R&D-01,100001,21501.76,phones.csv
R&D-01,200000,28700.09,phones.csv
R&D-01,400000,790.03,phones.csv
R&D-01,400001,593.36,phones.csv
R&D-01,500000,16057.53,phones.csv
R&D-01,600000,35410,phones.csv
R&D-01,600001,33701.79,phones.csv
R&D-01,600002,23453.83,phones.csv
R&D-01,700000,3132.63,phones.csv
R&D-01,700001,9609.18,phones.csv
R&D-01,700002,8283.97,phones.csv
R&D-01,700003,5366.86,phones.csv
R&D-01,800000,460.33,phones.csv
R&D-01,800001,6203.32,phones.csv
R&D-01,800002,8292.34,phones.csv
R&D-02,100000,64713.63,phones.csv
R&D-02,100001,16825.54,phones.csv
R&D-02,200000,2638.48,phones.csv
R&D-02,400000,830.03,phones.csv
R&D-02,400001,334.32,phones.csv
R&D-02,500000,37679.92,phones.csv
R&D-02,600000,2226.47,phones.csv
R&D-02,600001,44280.69,phones.csv
R&D-02,600002,18812.02,phones.csv
R&D-02,700000,5127.18,phones.csv
R&D-02,700001,8756.83,phones.csv
R&D-02,700002,5399.28,phones.csv
R&D-02,700003,7654.34,phones.csv
R&D-02,800000,1917.67,phones.csv
R&D-02,800001,2321.73,phones.csv
R&D-02,800002,6287.27,phones.csv
R&D-03,100000,23132.61,phones.csv
R&D-03,100001,6014.48,phones.csv
R&D-03,200000,59976.44,phones.csv
R&D-03,400000,636.32,phones.csv
R&D-03,400001,396.55,phones.csv
R&D-03,500000,4851.39,phones.csv
R&D-03,600000,41858.08,phones.csv
R&D-03,600001,10519.89,phones.csv
R&D-03,600002,8835.81,phones.csv
R&D-03,700000,5041.63,phones.csv
R&D-03,700001,1930.48,phones.csv
R&D-03,700002,5447.1,phones.csv
R&D-03,700003,5098.81,phones.csv
R&D-03,800000,3280.03,phones.csv
R&D-03,800001,792.97,phones.csv
R&D-03,800002,4213.65,phones.csv
R&D-04,100000,34414.19,phones.csv
R&D-04,100001,8947.69,phones.csv
R&D-04,200000,61503.88,phones.csv
R&D-04,400000,285.8,phones.csv
R&D-04,400001,604.09,phones.csv
R&D-04,500000,43112.97,phones.csv
R&D-04,600000,38239.74,phones.csv
R&D-04,600001,9656.64,phones.csv
R&D-04,600002,8910.94,phones.csv
R&D-04,700000,3611.12,phones.csv
R&D-04,700001,4994.04,phones.csv
R&D-04,700002,3670.85,phones.csv
R&D-04,700003,1353.53,phones.csv
R&D-04,800000,1497.8,phones.csv
R&D-04,800001,3950.29,phones.csv
R&D-04,800002,3694.29,phones.csv
FIN-01,100000,6070.93,phones.csv
FIN-01,100001,1578.44,phones.csv
FIN-01,200000,52781.63,phones.csv
FIN-01,400000,959.83,phones.csv
FIN-01,400001,573.41,phones.csv
FIN-01,500000,40920.05,phones.csv
FIN-01,600000,3097.64,phones.csv
FIN-01,600001,38287.9,phones.csv
FIN-01,600002,41649.7,phones.csv
FIN-01,700000,8874.81,phones.csv
FIN-01,700001,5034.35,phones.csv
FIN-01,700002,7430.25,phones.csv
FIN-01,700003,6218.1,phones.csv
FIN-01,800000,4115.62,phones.csv
FIN-01,800001,4858.73,phones.csv
FIN-01,800002,6580.16,phones.csv
ACC-01,100000,14853.64,phones.csv
ACC-01,100001,3861.95,phones.csv
ACC-01,200000,17817.09,phones.csv
ACC-01,400000,425.3,phones.csv
ACC-01,400001,655.71,phones.csv
ACC-01,500000,29963.02,phones.csv
ACC-01,600000,32404.04,phones.csv
ACC-01,600001,14559.36,phones.csv
ACC-01,600002,21273.94,phones.csv
ACC-01,700000,5348.65,phones.csv
ACC-01,700001,6793.52,phones.csv
ACC-01,700002,8809.83,phones.csv
ACC-01,700003,5040.49,phones.csv
ACC-01,800000,2129.32,phones.csv
ACC-01,800001,8784.01,phones.csv
ACC-01,800002,9959.49,phones.csv
IT-01,100000,61742.9,phones.csv
IT-01,100001,16053.15,phones.csv
IT-01,200000,87274.62,phones.csv
IT-01,400000,960.42,phones.csv
IT-01,400001,261.86,phones.csv
IT-01,500000,8378.83,phones.csv
IT-01,600000,7156.82,phones.csv
IT-01,600001,38662.95,phones.csv
IT-01,600002,22211.38,phones.csv
IT-01,700000,7036.54,phones.csv
IT-01,700001,4077.15,phones.csv
IT-01,700002,867.21,phones.csv
IT-01,700003,1476.08,phones.csv
IT-01,800000,4228.49,phones.csv
IT-01,800001,3570.37,phones.csv
IT-01,800002,7825.65,phones.csv
PS-01,100000,24065.67,phones.csv
PS-01,100001,6257.07,phones.csv
PS-01,200000,88936.52,phones.csv
PS-01,400000,339.71,phones.csv
PS-01,400001,93.75,phones.csv
PS-01,500000,36330.58,phones.csv
PS-01,600000,18107.22,phones.csv
PS-01,600001,19631.78,phones.csv
PS-01,600002,12374.9,phones.csv
PS-01,700000,8786.13,phones.csv
PS-01,700001,1617.26,phones.csv
PS-01,700002,7820.21,phones.csv
PS-01,700003,7705.47,phones.csv
PS-01,800000,3244.62,phones.csv
PS-01,800001,2580.15,phones.csv
PS-01,800002,4562.83,phones.csv
IS-01,100000,51028.52,phones.csv
IS-01,100001,13267.42,phones.csv
IS-01,200000,34134.37,phones.csv
IS-01,400000,608.58,phones.csv
IS-01,400001,356.84,phones.csv
IS-01,500000,40256.28,phones.csv
IS-01,600000,43938.14,phones.csv
IS-01,600001,26969.63,phones.csv
IS-01,600002,3008.23,phones.csv
IS-01,700000,1152.11,phones.csv
IS-01,700001,9440.16,phones.csv
IS-01,700002,4597.06,phones.csv
IS-01,700003,9947.39,phones.csv
IS-01,800000,9969.95,phones.csv
IS-01,800001,8161.76,phones.csv
IS-01,800002,169.39,phones.csv
Exec-Office-01,100000,80257.59,phones.csv
Exec-Office-01,100001,20866.97,phones.csv
Exec-Office-01,200000,56372.46,phones.csv
Exec-Office-01,400000,39.02,phones.csv
Exec-Office-01,400001,996.04,phones.csv
Exec-Office-01,500000,42458.86,phones.csv
Exec-Office-01,600000,4916.14,phones.csv
Exec-Office-01,600001,44026.87,phones.csv
Exec-Office-01,600002,22145.64,phones.csv
Exec-Office-01,700000,9849.93,phones.csv
Exec-Office-01,700001,9263.78,phones.csv
Exec-Office-01,700002,9483.89,phones.csv
Exec-Office-01,700003,580.83,phones.csv
Exec-Office-01,800000,5408.22,phones.csv
Exec-Office-01,800001,8019.92,phones.csv
Exec-Office-01,800002,813.3,phones.csv
LEG-01,100000,39347.15,phones.csv
LEG-01,100001,10230.26,phones.csv
LEG-01,200000,19132.09,phones.csv
LEG-01,400000,314.11,phones.csv
LEG-01,400001,511.2,phones.csv
LEG-01,500000,35813.97,phones.csv
LEG-01,600000,38323.32,phones.csv
LEG-01,600001,5164.59,phones.csv
LEG-01,600002,21890.78,phones.csv
LEG-01,700000,4153.98,phones.csv
LEG-01,700001,489.74,phones.csv
LEG-01,700002,4852.46,phones.csv
LEG-01,700003,9081.08,phones.csv
LEG-01,800000,2706.32,phones.csv
LEG-01,800001,8446,phones.csv
LEG-01,800002,4556.46,phones.csv
TAX-01,100000,48659.74,phones.csv
TAX-01,100001,12651.53,phones.csv
TAX-01,200000,66722.26,phones.csv
TAX-01,400000,518.32,phones.csv
TAX-01,400001,171.74,phones.csv
TAX-01,500000,36091.48,phones.csv
TAX-01,600000,3791.62,phones.csv
TAX-01,600001,16438.9,phones.csv
TAX-01,600002,36075.23,phones.csv
TAX-01,700000,9917.88,phones.csv
TAX-01,700001,5541.32,phones.csv
TAX-01,700002,3396.94,phones.csv
TAX-01,700003,5121.68,phones.csv
TAX-01,800000,9071.12,phones.csv
TAX-01,800001,9127.95,phones.csv
TAX-01,800002,3428.66,phones.csv
Sales-01,100000,23484.03,implementation.csv
Sales-01,100001,6105.85,implementation.csv
Sales-01,200000,4438.96,implementation.csv
Sales-01,400000,66.73,implementation.csv
Sales-01,400001,38.9,implementation.csv
Sales-01,500000,5793.95,ITDemand.csv
Sales-01,600000,35395.46,implementation.csv
Sales-01,600001,39383.06,implementation.csv
Sales-01,600002,25033.53,implementation.csv
Sales-01,700000,3460.84,implementation.csv
Sales-01,700001,7483.95,implementation.csv
Sales-01,700002,2482.65,implementation.csv
Sales-01,700003,5112.63,implementation.csv
Sales-01,800000,7410.03,implementation.csv
Sales-01,800001,3709.12,implementation.csv
Sales-01,800002,4408.2,implementation.csv
Sales-02,100000,62460.91,implementation.csv
Sales-02,100001,16239.84,implementation.csv
Sales-02,200000,95750.41,implementation.csv
Sales-02,400000,980.82,implementation.csv
Sales-02,400001,267.88,phones.csv
Sales-02,500000,36841.36,phones.csv
Sales-02,600000,19625.58,phones.csv
Sales-02,600001,18372.5,phones.csv
Sales-02,600002,2252.97,phones.csv
Sales-02,700000,466.97,phones.csv
Sales-02,700001,8571.94,phones.csv
Sales-02,700002,6517.94,phones.csv
Sales-02,700003,9376.62,phones.csv
Sales-02,800000,1398.88,phones.csv
Sales-02,800001,3628.15,ITDemand.csv
Sales-02,800002,8848.37,phones.csv
Sales-03,100000,28071.23,phones.csv
