month,day,country,calls,duration,client,total_phonetime
3,12,UK,15.73,39.567,BA,622.38891
3,13,UK,20.57,2.541,BA,52.26837
3,14,UK,16.94,44.286,BA,750.20484
3,15,UK,6.05,36.058,BA,218.1509
3,17,UK,30.25,38.357,BA,1160.29925
3,18,UK,16.94,7.623,BA,129.13362
3,19,UK,8.47,41.503,BA,351.53041
3,20,UK,27.83,14.641,BA,407.45903
3,21,UK,24.2,33.154,BA,802.3268
3,1,DUB,9.68,12.705,EmiratesAirlines,122.9844
3,2,DUB,8.47,51.909,EmiratesAirlines,439.66923
3,3,DUB,24.2,35.816,EmiratesAirlines,866.7472
3,4,DUB,18.15,25.652,EmiratesAirlines,465.5838
3,5,DUB,7.26,36.784,EmiratesAirlines,267.05184
3,6,DUB,6.05,47.069,EmiratesAirlines,284.76745
3,7,DUB,27.83,8.591,EmiratesAirlines,239.08753
3,8,DUB,26.62,6.655,EmiratesAirlines,177.1561
3,9,DUB,15.73,34.243,EmiratesAirlines,538.64239
3,10,DUB,15.73,40.898,EmiratesAirlines,643.32554
3,11,DUB,13.31,21.296,EmiratesAirlines,283.44976
3,12,DUB,4.84,38.72,EmiratesAirlines,187.4048
3,13,DUB,20.57,24.926,EmiratesAirlines,512.72782
3,14,DUB,30.25,45.012,EmiratesAirlines,1361.613
3,15,DUB,13.31,16.577,EmiratesAirlines,220.63987
3,16,DUB,1.21,42.471,EmiratesAirlines,51.38991
3,17,DUB,27.83,7.623,EmiratesAirlines,212.14809
3,18,DUB,2.42,8.591,EmiratesAirlines,20.79022
3,19,DUB,15.73,47.19,EmiratesAirlines,742.2987
3,20,DUB,10.89,4.235,EmiratesAirlines,46.11915
3,21,DUB,16.94,30.976,EmiratesAirlines,524.73344
3,1,HEL,22.99,42.108,SwissAir,968.06292
3,2,HEL,22.99,44.286,SwissAir,1018.13514
3,3,HEL,10.89,23.474,SwissAir,255.63186
3,4,HEL,1.21,21.901,SwissAir,26.50021
3,5,HEL,9.68,8.712,SwissAir,84.33216
3,6,HEL,1.21,45.254,SwissAir,54.75734
3,7,HEL,16.94,44.77,SwissAir,758.4038
3,8,HEL,14.52,50.094,SwissAir,727.36488
3,9,HEL,3.63,53.603,SwissAir,194.57889
3,10,HEL,24.2,46.948,SwissAir,1136.1416
3,11,HEL,12.1,37.873,SwissAir,458.2633
3,12,HEL,24.2,21.417,SwissAir,518.2914
3,13,HEL,14.52,9.317,SwissAir,135.28284
3,14,HEL,18.15,12.705,SwissAir,230.59575
3,15,HEL,22.99,46.585,SwissAir,1070.98915
3,16,HEL,18.15,13.189,SwissAir,239.38035
3,17,HEL,3.63,21.175,SwissAir,76.86525
3,18,HEL,15.73,9.075,SwissAir,142.74975
3,19,HEL,13.31,34.122,SwissAir,454.16382
3,20,HEL,0,14.762,SwissAir,0
3,21,HEL,10.89,0.726,SwissAir,7.90614
3,1,SAL,1.21,36.421,TACA,44.06941
3,2,SAL,4.84,20.691,TACA,100.14444
3,3,SAL,2.42,9.075,TACA,21.9615
3,4,SAL,2.42,16.335,TACA,39.5307
3,5,SAL,1.21,35.332,TACA,42.75172
3,6,SAL,0,47.311,TACA,0
3,7,SAL,3.63,0.121,TACA,0.43923
3,8,SAL,4.84,51.546,TACA,249.48264
3,9,SAL,0,39.204,TACA,0
3,10,SAL,0,30.976,TACA,0
3,11,SAL,3.63,31.581,TACA,114.63903
3,12,SAL,2.42,47.674,TACA,115.37108
3,13,SAL,0,36.179,TACA,0
3,14,SAL,2.42,8.954,TACA,21.66868
3,15,SAL,2.42,40.777,TACA,98.68034
3,16,SAL,3.63,16.214,TACA,58.85682
3,17,SAL,3.63,50.094,TACA,181.84122
3,18,SAL,3.63,16.94,TACA,61.4922
3,19,SAL,0,17.424,TACA,0
3,20,SAL,2.42,1.936,TACA,4.68512
3,21,SAL,4.84,44.407,TACA,214.92988
3,1,UK,24.2,53.361,VirginAtlantic,1291.3362
3,2,UK,2.42,13.431,VirginAtlantic,32.50302
3,3,UK,27.83,37.268,VirginAtlantic,1037.16844
3,4,UK,22.99,28.677,VirginAtlantic,659.28423
3,5,UK,3.63,19.723,VirginAtlantic,71.59449
3,6,UK,2.42,51.546,VirginAtlantic,124.74132
3,7,UK,16.94,36.542,VirginAtlantic,619.02148
3,8,UK,21.78,18.15,VirginAtlantic,395.307
3,9,UK,2.42,23.958,VirginAtlantic,57.97836
3,10,UK,22.99,11.011,VirginAtlantic,253.14289
3,11,UK,6.05,14.641,VirginAtlantic,88.57805
3,12,UK,15.73,20.086,VirginAtlantic,315.95278
3,13,UK,21.78,27.225,VirginAtlantic,592.9605
3,14,UK,16.94,22.99,VirginAtlantic,389.4506
3,15,UK,27.83,15.125,VirginAtlantic,420.92875
3,16,UK,3.63,5.687,VirginAtlantic,20.64381
3,18,UK,19.36,1.452,VirginAtlantic,28.11072
3,19,UK,9.68,48.521,VirginAtlantic,469.68328
3,20,UK,4.84,31.339,VirginAtlantic,151.68076
3,21,UK,19.36,49.489,VirginAtlantic,958.10704
4,1,CHI,11.979,54.3048,AirChina,650.5171992
4,2,CHI,21.296,55.7689,AirChina,1187.654494
4,3,CHI,11.979,8.6515,AirChina,103.6363185
4,4,CHI,6.655,16.5044,AirChina,109.836782
4,5,CHI,2.662,49.7794,AirChina,132.5127628
4,6,CHI,10.648,2.5289,AirChina,26.9277272
4,9,CHI,15.972,19.1664,AirChina,306.1257408
4,10,CHI,29.282,59.3626,AirChina,1738.255653
4,11,CHI,10.648,52.5745,AirChina,559.813276
4,12,CHI,18.634,58.4309,AirChina,1088.801391
4,13,CHI,9.317,22.8932,AirChina,213.2959444
4,14,CHI,25.289,11.5797,AirChina,292.8390333
4,15,CHI,13.31,44.7216,AirChina,595.244496
4,16,CHI,23.958,1.8634,AirChina,44.6433372
4,17,CHI,2.662,28.8827,AirChina,76.8857474
4,18,CHI,7.986,37.8004,AirChina,301.8739944
4,19,CHI,26.62,19.8319,AirChina,527.925178
4,20,CHI,6.655,3.0613,AirChina,20.3729515
4,1,FRA,25.289,59.0964,AirFrance,1494.48886
4,2,FRA,5.324,40.7286,AirFrance,216.8390664
4,3,FRA,11.979,7.5867,AirFrance,90.8810793
4,4,FRA,5.324,43.923,AirFrance,233.846052
4,5,FRA,30.613,52.7076,AirFrance,1613.537759
4,6,FRA,10.648,55.3696,AirFrance,589.5755008
4,7,FRA,21.296,20.2312,AirFrance,430.8436352
4,8,FRA,0,16.5044,AirFrance,0
4,9,FRA,2.662,24.8897,AirFrance,66.2563814
4,10,FRA,26.62,32.4764,AirFrance,864.521768
4,11,FRA,15.972,27.6848,AirFrance,442.1816256
4,12,FRA,15.972,23.6918,AirFrance,378.4054296
4,13,FRA,14.641,2.3958,AirFrance,35.0769078
4,14,FRA,33.275,14.3748,AirFrance,478.32147
4,15,FRA,22.627,16.5044,AirFrance,373.4450588
4,17,FRA,17.303,35.4046,AirFrance,612.6057938
4,18,FRA,2.662,36.3363,AirFrance,96.7272306
4,19,FRA,29.282,23.2925,AirFrance,682.050985
4,20,FRA,30.613,29.8144,AirFrance,912.7082272
4,21,FRA,2.662,17.0368,AirFrance,45.3519616
4,1,JPO,19.965,46.8512,AirJapan,935.384208
4,2,JPO,27.951,24.3573,AirJapan,680.8108923
4,3,JPO,27.951,52.1752,AirJapan,1458.349015
4,4,JPO,14.641,29.282,AirJapan,428.717762
4,5,JPO,25.289,7.0543,AirJapan,178.3961927
4,6,JPO,5.324,15.7058,AirJapan,83.6176792
4,7,JPO,13.31,36.4694,AirJapan,485.407714
4,8,JPO,23.958,41.7934,AirJapan,1001.286277
4,9,JPO,14.641,33.8074,AirJapan,494.9741434
4,10,JPO,7.986,25.9545,AirJapan,207.272637
4,11,JPO,6.655,46.1857,AirJapan,307.3658335
4,12,JPO,7.986,49.7794,AirJapan,397.5382884
4,13,JPO,9.317,42.7251,AirJapan,398.0697567
4,14,JPO,23.958,29.9475,AirJapan,717.482205
4,15,JPO,6.655,6.2557,AirJapan,41.6316835
4,16,JPO,11.979,56.7006,AirJapan,679.2164874
4,17,JPO,30.613,4.2592,AirJapan,130.3868896
4,18,JPO,3.993,46.1857,AirJapan,184.4195001
4,19,JPO,3.993,35.4046,AirJapan,141.3705678
4,20,JPO,9.317,38.4659,AirJapan,358.3867903
4,1,MEX,3.993,5.1909,AirMexico,20.7272637
4,2,MEX,13.31,26.2207,AirMexico,348.997517
4,3,MEX,6.655,42.3258,AirMexico,281.678199
4,4,MEX,10.648,57.0999,AirMexico,607.9997352
4,5,MEX,9.317,40.8617,AirMexico,380.7084589
4,6,MEX,1.331,26.0876,AirMexico,34.7225956
4,7,MEX,7.986,51.6428,AirMexico,412.4194008
4,8,MEX,5.324,59.3626,AirMexico,316.0464824
4,9,MEX,10.648,13.5762,AirMexico,144.5593776
4,10,MEX,6.655,26.0876,AirMexico,173.612978
4,11,MEX,7.986,36.3363,AirMexico,290.1816918
4,12,MEX,2.662,40.5955,AirMexico,108.065221
4,13,MEX,3.993,21.9615,AirMexico,87.6922695
4,14,MEX,2.662,53.6393,AirMexico,142.7878166
4,15,MEX,2.662,25.0228,AirMexico,66.6106936
4,18,MEX,11.979,44.1892,AirMexico,529.3424268
4,19,MEX,2.662,38.4659,AirMexico,102.3962258
4,20,MEX,3.993,2.1296,AirMexico,8.5034928
4,21,MEX,7.986,41.261,AirMexico,329.510346
4,1,ITA,26.62,49.1139,Alitalia,1307.412018
4,2,ITA,1.331,53.1069,Alitalia,70.6852839
4,3,ITA,30.613,11.8459,Alitalia,362.6385367
4,4,ITA,9.317,53.5062,Alitalia,498.5172654
4,5,ITA,3.993,43.3906,Alitalia,173.2586658
4,6,ITA,9.317,54.4379,Alitalia,507.1979143
4,7,ITA,25.289,42.7251,Alitalia,1080.475054
4,8,ITA,27.951,9.5832,Alitalia,267.8600232
4,9,ITA,6.655,46.4519,Alitalia,309.1373945
4,10,ITA,29.282,12.6445,Alitalia,370.256249
4,11,ITA,23.958,1.0648,Alitalia,25.5104784
4,12,ITA,19.965,49.9125,Alitalia,996.5030625
4,13,ITA,25.289,7.4536,Alitalia,188.4940904
4,14,ITA,31.944,30.3468,Alitalia,969.3981792
4,15,ITA,23.958,18.7671,Alitalia,449.6221818
4,16,ITA,35.937,18.9002,Alitalia,679.2164874
4,18,ITA,26.62,6.3888,Alitalia,170.069856
4,19,ITA,2.662,59.6288,Alitalia,158.7318656
4,20,ITA,5.324,39.3976,Alitalia,209.7528224
4,21,ITA,10.648,10.2487,Alitalia,109.1281576
4,1,USA,57.233,46.585,American,2666.199305
4,2,USA,22.627,46.1857,American,1045.043834
4,3,USA,34.606,35.6708,American,1234.423705
4,4,USA,47.916,44.5885,American,2136.502566
4,5,USA,1.331,31.0123,American,41.2773713
4,6,USA,26.62,24.6235,American,655.47757
4,7,USA,13.31,39.5307,American,526.153617
4,8,USA,34.606,21.4291,American,741.5754346
4,9,USA,3.993,21.1629,American,84.5034597
4,10,USA,41.261,8.5184,American,351.4777024
4,11,USA,9.317,53.24,American,496.03708
4,12,USA,30.613,59.0964,American,1809.118093
4,13,USA,1.331,11.4466,American,15.2354246
4,14,USA,3.993,43.923,American,175.384539
4,15,USA,23.958,44.7216,American,1071.440093
4,16,USA,41.261,58.9633,American,2432.884721
4,17,USA,1.331,15.4396,American,20.5501076
4,18,USA,43.923,4.9247,American,216.3075981
4,19,USA,55.902,54.0386,American,3020.865817
4,20,USA,10.648,50.3118,American,535.7200464
4,21,USA,38.599,42.3258,American,1633.733554
4,1,UK,21.296,15.3065,BA,325.967224
4,2,UK,6.655,31.6778,BA,210.815759
4,3,UK,14.641,47.6498,BA,697.6407218
4,4,UK,7.986,45.9195,BA,366.713127
4,5,UK,11.979,29.5482,BA,353.9578878
4,6,UK,23.958,16.5044,BA,395.4124152
4,7,UK,25.289,57.3661,BA,1450.731303
4,8,UK,13.31,0.3993,BA,5.314683
4,9,UK,14.641,9.9825,BA,146.1537825
4,10,UK,6.655,2.2627,BA,15.0582685
4,11,UK,27.951,2.1296,BA,59.5244496
4,12,UK,17.303,43.5237,BA,753.0905811
4,13,UK,22.627,2.7951,BA,63.2447277
4,14,UK,18.634,48.7146,BA,907.7478564
4,15,UK,6.655,39.6638,BA,263.962589
4,17,UK,33.275,42.1927,BA,1403.962093
4,18,UK,18.634,8.3853,BA,156.2516802
4,19,UK,9.317,45.6533,BA,425.3517961
4,20,UK,30.613,16.1051,BA,493.0254263
4,21,UK,26.62,36.4694,BA,970.815428
4,1,DUB,10.648,13.9755,EmiratesAirlines,148.811124
4,2,DUB,9.317,57.0999,EmiratesAirlines,531.9997683
4,3,DUB,26.62,39.3976,EmiratesAirlines,1048.764112
4,4,DUB,19.965,28.2172,EmiratesAirlines,563.356398
4,5,DUB,7.986,40.4624,EmiratesAirlines,323.1327264
4,6,DUB,6.655,51.7759,EmiratesAirlines,344.5686145
4,7,DUB,30.613,9.4501,EmiratesAirlines,289.2959113
4,8,DUB,29.282,7.3205,EmiratesAirlines,214.358881
4,9,DUB,17.303,37.6673,EmiratesAirlines,651.7572919
4,10,DUB,17.303,44.9878,EmiratesAirlines,778.4239034
4,11,DUB,14.641,23.4256,EmiratesAirlines,342.9742096
4,12,DUB,5.324,42.592,EmiratesAirlines,226.759808
4,13,DUB,22.627,27.4186,EmiratesAirlines,620.4006622
4,14,DUB,33.275,49.5132,EmiratesAirlines,1647.55173
4,15,DUB,14.641,18.2347,EmiratesAirlines,266.9742427
4,16,DUB,1.331,46.7181,EmiratesAirlines,62.1817911
4,17,DUB,30.613,8.3853,EmiratesAirlines,256.6991889
4,18,DUB,2.662,9.4501,EmiratesAirlines,25.1561662
4,19,DUB,17.303,51.909,EmiratesAirlines,898.181427
4,20,DUB,11.979,4.6585,EmiratesAirlines,55.8041715
4,21,DUB,18.634,34.0736,EmiratesAirlines,634.9274624
4,1,HEL,25.289,46.3188,SwissAir,1171.356133
4,2,HEL,25.289,48.7146,SwissAir,1231.943519
4,3,HEL,11.979,25.8214,SwissAir,309.3145506
4,4,HEL,1.331,24.0911,SwissAir,32.0652541
4,5,HEL,10.648,9.5832,SwissAir,102.0419136
4,6,HEL,1.331,49.7794,SwissAir,66.2563814
4,7,HEL,18.634,49.247,SwissAir,917.668598
4,8,HEL,15.972,55.1034,SwissAir,880.1115048
4,9,HEL,3.993,58.9633,SwissAir,235.4404569
4,10,HEL,26.62,51.6428,SwissAir,1374.731336
4,11,HEL,13.31,41.6603,SwissAir,554.498593
4,12,HEL,26.62,23.5587,SwissAir,627.132594
4,13,HEL,15.972,10.2487,SwissAir,163.6922364
4,14,HEL,19.965,13.9755,SwissAir,279.0208575
4,15,HEL,25.289,51.2435,SwissAir,1295.896872
4,16,HEL,19.965,14.5079,SwissAir,289.6502235
4,17,HEL,3.993,23.2925,SwissAir,93.0069525
4,18,HEL,17.303,9.9825,SwissAir,172.7271975
4,19,HEL,14.641,37.5342,SwissAir,549.5382222
4,20,HEL,0,16.2382,SwissAir,0
4,21,HEL,11.979,0.7986,SwissAir,9.5664294
4,1,SAL,1.331,40.0631,TACA,53.3239861
4,2,SAL,5.324,22.7601,TACA,121.1747724
4,3,SAL,2.662,9.9825,TACA,26.573415
4,4,SAL,2.662,17.9685,TACA,47.832147
4,5,SAL,1.331,38.8652,TACA,51.7295812
4,6,SAL,0,52.0421,TACA,0
4,7,SAL,3.993,0.1331,TACA,0.5314683
4,8,SAL,5.324,56.7006,TACA,301.8739944
4,9,SAL,0,43.1244,TACA,0
4,10,SAL,0,34.0736,TACA,0
4,11,SAL,3.993,34.7391,TACA,138.7132263
4,12,SAL,2.662,52.4414,TACA,139.5990068
4,13,SAL,0,39.7969,TACA,0
4,14,SAL,2.662,9.8494,TACA,26.2191028
4,15,SAL,2.662,44.8547,TACA,119.4032114
4,16,SAL,3.993,17.8354,TACA,71.2167522
4,17,SAL,3.993,55.1034,TACA,220.0278762
4,18,SAL,3.993,18.634,TACA,74.405562
4,19,SAL,0,19.1664,TACA,0
4,20,SAL,2.662,2.1296,TACA,5.6689952
4,21,SAL,5.324,48.8477,TACA,260.0651548
4,1,UK,26.62,58.6971,VirginAtlantic,1562.516802
4,2,UK,2.662,14.7741,VirginAtlantic,39.3286542
4,3,UK,30.613,40.9948,VirginAtlantic,1254.973812
4,4,UK,25.289,31.5447,VirginAtlantic,797.7339183
4,5,UK,3.993,21.6953,VirginAtlantic,86.6293329
4,6,UK,2.662,56.7006,VirginAtlantic,150.9369972
4,7,UK,18.634,40.1962,VirginAtlantic,749.0159908
4,8,UK,23.958,19.965,VirginAtlantic,478.32147
4,9,UK,2.662,26.3538,VirginAtlantic,70.1538156
4,10,UK,25.289,12.1121,VirginAtlantic,306.3028969
4,11,UK,6.655,16.1051,VirginAtlantic,107.1794405
4,12,UK,17.303,22.0946,VirginAtlantic,382.3028638
4,13,UK,23.958,29.9475,VirginAtlantic,717.482205
4,14,UK,18.634,25.289,VirginAtlantic,471.235226
4,15,UK,30.613,16.6375,VirginAtlantic,509.3237875
4,16,UK,3.993,6.2557,VirginAtlantic,24.9790101
4,18,UK,21.296,1.5972,VirginAtlantic,34.0139712
4,19,UK,10.648,53.3731,VirginAtlantic,568.3167688
4,20,UK,5.324,34.4729,VirginAtlantic,183.5337196
4,21,UK,21.296,54.4379,VirginAtlantic,1159.309518
5,1,CHI,13.1769,59.73528,AirChina,787.125811
5,2,CHI,23.4256,61.34579,AirChina,1437.061938
5,3,CHI,13.1769,9.51665,AirChina,125.3999454
5,4,CHI,7.3205,18.15484,AirChina,132.9025062
5,5,CHI,2.9282,54.75734,AirChina,160.340443
5,6,CHI,11.7128,2.78179,AirChina,32.58254991
5,9,CHI,17.5692,21.08304,AirChina,370.4121464
5,10,CHI,32.2102,65.29886,AirChina,2103.28934
5,11,CHI,11.7128,57.83195,AirChina,677.374064
5,12,CHI,20.4974,64.27399,AirChina,1317.449683
5,13,CHI,10.2487,25.18252,AirChina,258.0880927
5,14,CHI,27.8179,12.73767,AirChina,354.3352303
5,15,CHI,14.641,49.19376,AirChina,720.2458402
5,16,CHI,26.3538,2.04974,AirChina,54.01843801
5,17,CHI,2.9282,31.77097,AirChina,93.03175435
5,18,CHI,8.7846,41.58044,AirChina,365.2675332
5,19,CHI,29.282,21.81509,AirChina,638.7894654
5,20,CHI,7.3205,3.36743,AirChina,24.65127132
5,1,FRA,27.8179,65.00604,AirFrance,1808.33152
5,2,FRA,5.8564,44.80146,AirFrance,262.3752703
5,3,FRA,13.1769,8.34537,AirFrance,109.966106
5,4,FRA,5.8564,48.3153,AirFrance,282.9537229
5,5,FRA,33.6743,57.97836,AirFrance,1952.380688
5,6,FRA,11.7128,60.90656,AirFrance,713.386356
5,7,FRA,23.4256,22.25432,AirFrance,521.3207986
5,8,FRA,0,18.15484,AirFrance,0
5,9,FRA,2.9282,27.37867,AirFrance,80.17022149
5,10,FRA,29.282,35.72404,AirFrance,1046.071339
5,11,FRA,17.5692,30.45328,AirFrance,535.039767
5,12,FRA,17.5692,26.06098,AirFrance,457.8705698
5,13,FRA,16.1051,2.63538,AirFrance,42.44305844
5,14,FRA,36.6025,15.81228,AirFrance,578.7689787
5,15,FRA,24.8897,18.15484,AirFrance,451.8685211
5,17,FRA,19.0333,38.94506,AirFrance,741.2530105
5,18,FRA,2.9282,39.96993,AirFrance,117.039949
5,19,FRA,32.2102,25.62175,AirFrance,825.2816919
5,20,FRA,33.6743,32.79584,AirFrance,1104.376955
5,21,FRA,2.9282,18.74048,AirFrance,54.87587354
5,1,JPO,21.9615,51.53632,AirJapan,1131.814892
5,2,JPO,30.7461,26.79303,AirJapan,823.7811797
5,3,JPO,30.7461,57.39272,AirJapan,1764.602308
5,4,JPO,16.1051,32.2102,AirJapan,518.748492
5,5,JPO,27.8179,7.75973,AirJapan,215.8593932
5,6,JPO,5.8564,17.27638,AirJapan,101.1773918
5,7,JPO,14.641,40.11634,AirJapan,587.3433339
5,8,JPO,26.3538,45.97274,AirJapan,1211.556395
5,9,JPO,16.1051,37.18814,AirJapan,598.9187135
5,10,JPO,8.7846,28.54995,AirJapan,250.7998908
5,11,JPO,7.3205,50.80427,AirJapan,371.9126585
5,12,JPO,8.7846,54.75734,AirJapan,481.021329
5,13,JPO,10.2487,46.99761,AirJapan,481.6644056
5,14,JPO,26.3538,32.94225,AirJapan,868.1534681
5,15,JPO,7.3205,6.88127,AirJapan,50.37433704
5,16,JPO,13.1769,62.37066,AirJapan,821.8519498
5,17,JPO,33.6743,4.68512,AirJapan,157.7681364
5,18,JPO,4.3923,50.80427,AirJapan,223.1475951
5,19,JPO,4.3923,38.94506,AirJapan,171.058387
5,20,JPO,10.2487,42.31249,AirJapan,433.6480163
5,1,MEX,4.3923,5.70999,AirMexico,25.07998908
5,2,MEX,14.641,28.84277,AirMexico,422.2869956
5,3,MEX,7.3205,46.55838,AirMexico,340.8306208
5,4,MEX,11.7128,62.80989,AirMexico,735.6796796
5,5,MEX,10.2487,44.94787,AirMexico,460.6572353
5,6,MEX,1.4641,28.69636,AirMexico,42.01434068
5,7,MEX,8.7846,56.80708,AirMexico,499.027475
5,8,MEX,5.8564,65.29886,AirMexico,382.4162437
5,9,MEX,11.7128,14.93382,AirMexico,174.9168469
5,10,MEX,7.3205,28.69636,AirMexico,210.0717034
5,11,MEX,8.7846,39.96993,AirMexico,351.1198471
5,12,MEX,2.9282,44.65505,AirMexico,130.7589174
5,13,MEX,4.3923,24.15765,AirMexico,106.1076461
5,14,MEX,2.9282,59.00323,AirMexico,172.7732581
5,15,MEX,2.9282,27.52508,AirMexico,80.59893926
5,18,MEX,13.1769,48.60812,AirMexico,640.5043364
5,19,MEX,2.9282,42.31249,AirMexico,123.8994332
5,20,MEX,4.3923,2.34256,AirMexico,10.28922629
5,21,MEX,8.7846,45.3871,AirMexico,398.7075187
5,1,ITA,29.282,54.02529,Alitalia,1581.968542
5,2,ITA,1.4641,58.41759,Alitalia,85.52919352
5,3,ITA,33.6743,13.03049,Alitalia,438.7926294
5,4,ITA,10.2487,58.85682,Alitalia,603.2058911
5,5,ITA,4.3923,47.72966,Alitalia,209.6429856
5,6,ITA,10.2487,59.88169,Alitalia,613.7094763
5,7,ITA,27.8179,46.99761,Alitalia,1307.374815
5,8,ITA,30.7461,10.54152,Alitalia,324.1106281
5,9,ITA,7.3205,51.09709,Alitalia,374.0562473
5,10,ITA,32.2102,13.90895,Alitalia,448.0100613
5,11,ITA,26.3538,1.17128,Alitalia,30.86767886
5,12,ITA,21.9615,54.90375,Alitalia,1205.768706
5,13,ITA,27.8179,8.19896,Alitalia,228.0778494
5,14,ITA,35.1384,33.38148,Alitalia,1172.971797
5,15,ITA,26.3538,20.64381,Alitalia,544.04284
5,16,ITA,39.5307,20.79022,Alitalia,821.8519498
5,18,ITA,29.282,7.02768,Alitalia,205.7845258
5,19,ITA,2.9282,65.59168,Alitalia,192.0655574
5,20,ITA,5.8564,43.33736,Alitalia,253.8009151
5,21,ITA,11.7128,11.27357,Alitalia,132.0450707
5,1,USA,62.9563,51.2435,American,3226.101159
5,2,USA,24.8897,50.80427,American,1264.503039
5,3,USA,38.0666,39.23788,American,1493.652683
5,4,USA,52.7076,49.04735,American,2585.168105
5,5,USA,1.4641,34.11353,American,49.94561927
5,6,USA,29.282,27.08585,American,793.1278597
5,7,USA,14.641,43.48377,American,636.6458766
5,8,USA,38.0666,23.57201,American,897.3062759
5,9,USA,4.3923,23.27919,American,102.2491862
5,10,USA,45.3871,9.37024,American,425.2880199
5,11,USA,10.2487,58.564,American,600.2048668
5,12,USA,33.6743,65.00604,American,2189.032893
5,13,USA,1.4641,12.59126,American,18.43486377
5,14,USA,4.3923,48.3153,American,212.2152922
5,15,USA,26.3538,49.19376,American,1296.442512
5,16,USA,45.3871,64.85963,American,2943.790513
5,17,USA,1.4641,16.98356,American,24.8656302
5,18,USA,48.3153,5.41717,American,261.7321937
5,19,USA,61.4922,59.44246,American,3655.247639
5,20,USA,11.7128,55.34298,American,648.2212561
5,21,USA,42.4589,46.55838,American,1976.817601
5,1,UK,23.4256,16.83715,BA,394.420341
5,2,UK,7.3205,34.84558,BA,255.0870684
5,3,UK,16.1051,52.41478,BA,844.1452734
5,4,UK,8.7846,50.51145,BA,443.7228837
5,5,UK,13.1769,32.50302,BA,428.2890442
5,6,UK,26.3538,18.15484,BA,478.4490224
5,7,UK,27.8179,63.10271,BA,1755.384877
5,8,UK,14.641,0.43923,BA,6.43076643
5,9,UK,16.1051,10.98075,BA,176.8460768
5,10,UK,7.3205,2.48897,BA,18.22050489
5,11,UK,30.7461,2.34256,BA,72.02458402
5,12,UK,19.0333,47.87607,BA,911.2396031
5,13,UK,24.8897,3.07461,BA,76.52612052
5,14,UK,20.4974,53.58606,BA,1098.374906
5,15,UK,7.3205,43.63018,BA,319.3947327
5,17,UK,36.6025,46.41197,BA,1698.794132
5,18,UK,20.4974,9.22383,BA,189.064533
5,19,UK,10.2487,50.21863,BA,514.6756733
5,20,UK,33.6743,17.71561,BA,596.5607658
5,21,UK,29.282,40.11634,BA,1174.686668
5,1,DUB,11.7128,15.37305,EmiratesAirlines,180.06146
5,2,DUB,10.2487,62.80989,EmiratesAirlines,643.7197196
5,3,DUB,29.282,43.33736,EmiratesAirlines,1269.004576
5,4,DUB,21.9615,31.03892,EmiratesAirlines,681.6612416
5,5,DUB,8.7846,44.50864,EmiratesAirlines,390.9905989
5,6,DUB,7.3205,56.95349,EmiratesAirlines,416.9280235
5,7,DUB,33.6743,10.39511,EmiratesAirlines,350.0480527
5,8,DUB,32.2102,8.05255,EmiratesAirlines,259.374246
5,9,DUB,19.0333,41.43403,EmiratesAirlines,788.6263232
5,10,DUB,19.0333,49.48658,EmiratesAirlines,941.8929231
5,11,DUB,16.1051,25.76816,EmiratesAirlines,414.9987936
5,12,DUB,5.8564,46.8512,EmiratesAirlines,274.3793677
5,13,DUB,24.8897,30.16046,EmiratesAirlines,750.6848013
5,14,DUB,36.6025,54.46452,EmiratesAirlines,1993.537593
5,15,DUB,16.1051,20.05817,EmiratesAirlines,323.0388337
5,16,DUB,1.4641,51.38991,EmiratesAirlines,75.23996723
5,17,DUB,33.6743,9.22383,EmiratesAirlines,310.6060186
5,18,DUB,2.9282,10.39511,EmiratesAirlines,30.4389611
5,19,DUB,19.0333,57.0999,EmiratesAirlines,1086.799527
5,20,DUB,13.1769,5.12435,EmiratesAirlines,67.52304752
5,21,DUB,20.4974,37.48096,EmiratesAirlines,768.2622295
5,1,HEL,27.8179,50.95068,SwissAir,1417.340921
5,2,HEL,27.8179,53.58606,SwissAir,1490.651658
5,3,HEL,13.1769,28.40354,SwissAir,374.2706062
5,4,HEL,1.4641,26.50021,SwissAir,38.79895746
5,5,HEL,11.7128,10.54152,SwissAir,123.4707155
5,6,HEL,1.4641,54.75734,SwissAir,80.17022149
5,7,HEL,20.4974,54.1717,SwissAir,1110.379004
5,8,HEL,17.5692,60.61374,SwissAir,1064.934921
5,9,HEL,4.3923,64.85963,SwissAir,284.8829528
5,10,HEL,29.282,56.80708,SwissAir,1663.424917
5,11,HEL,14.641,45.82633,SwissAir,670.9432975
5,12,HEL,29.282,25.91457,SwissAir,758.8304387
5,13,HEL,17.5692,11.27357,SwissAir,198.067606
5,14,HEL,21.9615,15.37305,SwissAir,337.6152376
5,15,HEL,27.8179,56.36785,SwissAir,1568.035215
5,16,HEL,21.9615,15.95869,SwissAir,350.4767704
5,17,HEL,4.3923,25.62175,SwissAir,112.5384125
5,18,HEL,19.0333,10.98075,SwissAir,208.999909
5,19,HEL,16.1051,41.28762,SwissAir,664.9412489
5,20,HEL,0,17.86202,SwissAir,0
5,21,HEL,13.1769,0.87846,SwissAir,11.57537957
5,1,SAL,1.4641,44.06941,TACA,64.52202318
