Month,Legal_Entity,Legal_Entity_Name,Function,CostCenter,CostCenter_Name,Account,Account_Name,Amount
4,EUR,Europe,Product-Mgmt,Product-Mgmt-01,Product-Management,200000,Contractors,125942.5389
4,EUR,Europe,Product-Mgmt,Product-Mgmt-01,Product-Management,400000,Travel-Trips,556.7854547
4,EUR,Europe,Product-Mgmt,Product-Mgmt-01,Product-Management,400001,Travel-Hotels,439.4926087
4,EUR,Europe,Product-Mgmt,Product-Mgmt-01,Product-Management,500000,Professional-Services-Consultants,40554.84561
4,EUR,Europe,Product-Mgmt,Product-Mgmt-01,Product-Management,600000,Legal-Consultants,42511.89149
4,EUR,Europe,Product-Mgmt,Product-Mgmt-01,Product-Management,600001,Legal-Corporate Fees,36803.7263
4,EUR,Europe,Product-Mgmt,Product-Mgmt-01,Product-Management,600002,Legal-Employment Fees,57199.38808
4,EUR,Europe,Product-Mgmt,Product-Mgmt-01,Product-Management,700000,IT-Application-On-Premise,2225.604873
4,EUR,Europe,Product-Mgmt,Product-Mgmt-01,Product-Management,700001,IT-Application-Subscription,6889.44223
4,EUR,Europe,Product-Mgmt,Product-Mgmt-01,Product-Management,700002,IT-Infrastructure,1605.502172
4,EUR,Europe,Product-Mgmt,Product-Mgmt-01,Product-Management,700003,IT-Consultant-System Implementation,6268.770196
4,EUR,Europe,Product-Mgmt,Product-Mgmt-01,Product-Management,800000,Facilities-Offices,3314.718106
4,EUR,Europe,Product-Mgmt,Product-Mgmt-01,Product-Management,800001,Facilities-Supplies,14534.68325
4,EUR,Europe,Product-Mgmt,Product-Mgmt-01,Product-Management,800002,Facilities-Supplies,2538.202374
4,EUR,Europe,R&D,R&D-01,R&D-Infrastructure Developmet,100000,Salary,6942.38364
4,EUR,Europe,R&D,R&D-01,R&D-Infrastructure Developmet,100001,Benefits,1810.439053
4,EUR,Europe,R&D,R&D-01,R&D-Infrastructure Developmet,200000,Contractors,16437.43021
4,EUR,Europe,R&D,R&D-01,R&D-Infrastructure Developmet,400000,Travel-Trips,4.935790819
4,EUR,Europe,R&D,R&D-01,R&D-Infrastructure Developmet,400001,Travel-Hotels,392.13872
4,EUR,Europe,R&D,R&D-01,R&D-Infrastructure Developmet,500000,Professional-Services-Consultants,12173.36559
4,EUR,Europe,R&D,R&D-01,R&D-Infrastructure Developmet,600000,Legal-Consultants,18032.25913
4,EUR,Europe,R&D,R&D-01,R&D-Infrastructure Developmet,600001,Legal-Corporate Fees,20091.5245
4,EUR,Europe,R&D,R&D-01,R&D-Infrastructure Developmet,600002,Legal-Employment Fees,22245.74436
4,EUR,Europe,R&D,R&D-01,R&D-Infrastructure Developmet,700000,IT-Application-On-Premise,2497.41125
4,EUR,Europe,R&D,R&D-01,R&D-Infrastructure Developmet,700001,IT-Application-Subscription,6317.193198
4,EUR,Europe,R&D,R&D-01,R&D-Infrastructure Developmet,700002,IT-Infrastructure,1922.002868
4,EUR,Europe,R&D,R&D-01,R&D-Infrastructure Developmet,700003,IT-Consultant-System Implementation,4619.993798
4,EUR,Europe,R&D,R&D-01,R&D-Infrastructure Developmet,800000,Facilities-Offices,569.0215981
4,EUR,Europe,R&D,R&D-01,R&D-Infrastructure Developmet,800001,Facilities-Supplies,894.5986257
4,EUR,Europe,R&D,R&D-01,R&D-Infrastructure Developmet,800002,Facilities-Supplies,6625.624415
4,EUR,Europe,R&D,R&D-02,R&D-Applications Development,100000,Salary,61834.53961
4,EUR,Europe,R&D,R&D-02,R&D-Applications Development,100001,Benefits,16125.25764
4,EUR,Europe,R&D,R&D-02,R&D-Applications Development,200000,Contractors,43468.44577
4,EUR,Europe,R&D,R&D-02,R&D-Applications Development,400000,Travel-Trips,652.4196771
4,EUR,Europe,R&D,R&D-02,R&D-Applications Development,400001,Travel-Hotels,314.7542432
4,EUR,Europe,R&D,R&D-02,R&D-Applications Development,500000,Professional-Services-Consultants,20358.03003
4,EUR,Europe,R&D,R&D-02,R&D-Applications Development,600000,Legal-Consultants,16575.56937
4,EUR,Europe,R&D,R&D-02,R&D-Applications Development,600001,Legal-Corporate Fees,9548.048089
4,EUR,Europe,R&D,R&D-02,R&D-Applications Development,600002,Legal-Employment Fees,18169.3481
4,EUR,Europe,R&D,R&D-02,R&D-Applications Development,700000,IT-Application-On-Premise,3964.452749
4,EUR,Europe,R&D,R&D-02,R&D-Applications Development,700001,IT-Application-Subscription,2913.492314
4,EUR,Europe,R&D,R&D-02,R&D-Applications Development,700002,IT-Infrastructure,3149.360636
4,EUR,Europe,R&D,R&D-02,R&D-Applications Development,700003,IT-Consultant-System Implementation,4871.584319
4,EUR,Europe,R&D,R&D-02,R&D-Applications Development,800000,Facilities-Offices,4923.008943
4,EUR,Europe,R&D,R&D-02,R&D-Applications Development,800001,Facilities-Supplies,3178.671974
4,EUR,Europe,R&D,R&D-02,R&D-Applications Development,800002,Facilities-Supplies,4487.88572
4,EUR,Europe,R&D,R&D-03,R&D-Research,100000,Salary,22164.72872
4,EUR,Europe,R&D,R&D-03,R&D-Research,100001,Benefits,5780.137021
4,EUR,Europe,R&D,R&D-03,R&D-Research,200000,Contractors,60551.065
4,EUR,Europe,R&D,R&D-03,R&D-Research,400000,Travel-Trips,138.5418731
4,EUR,Europe,R&D,R&D-03,R&D-Research,400001,Travel-Hotels,123.219475
4,EUR,Europe,R&D,R&D-03,R&D-Research,500000,Professional-Services-Consultants,30548.15175
4,EUR,Europe,R&D,R&D-03,R&D-Research,600000,Legal-Consultants,3755.38738
4,EUR,Europe,R&D,R&D-03,R&D-Research,600001,Legal-Corporate Fees,7532.969074
4,EUR,Europe,R&D,R&D-03,R&D-Research,600002,Legal-Employment Fees,14632.75556
4,EUR,Europe,R&D,R&D-03,R&D-Research,700000,IT-Application-On-Premise,3509.021103
4,EUR,Europe,R&D,R&D-03,R&D-Research,700001,IT-Application-Subscription,6707.505087
4,EUR,Europe,R&D,R&D-03,R&D-Research,700002,IT-Infrastructure,231.6878668
4,EUR,Europe,R&D,R&D-03,R&D-Research,700003,IT-Consultant-System Implementation,3105.998433
4,EUR,Europe,R&D,R&D-03,R&D-Research,800000,Facilities-Offices,2607.839376
4,EUR,Europe,R&D,R&D-03,R&D-Research,800001,Facilities-Supplies,2027.321795
4,EUR,Europe,R&D,R&D-03,R&D-Research,800002,Facilities-Supplies,2128.9675
4,EUR,Europe,R&D,R&D-04,R&D-Parternerships,100000,Salary,31874.40024
4,EUR,Europe,R&D,R&D-04,R&D-Parternerships,100001,Benefits,8312.234512
4,EUR,Europe,R&D,R&D-04,R&D-Parternerships,200000,Contractors,75161.51455
4,EUR,Europe,R&D,R&D-04,R&D-Parternerships,400000,Travel-Trips,623.1956093
4,EUR,Europe,R&D,R&D-04,R&D-Parternerships,400001,Travel-Hotels,367.7692045
4,EUR,Europe,R&D,R&D-04,R&D-Parternerships,500000,Professional-Services-Consultants,37092.81645
4,EUR,Europe,R&D,R&D-04,R&D-Parternerships,600000,Legal-Consultants,3999.86132
4,EUR,Europe,R&D,R&D-04,R&D-Parternerships,600001,Legal-Corporate Fees,19363.9048
4,EUR,Europe,R&D,R&D-04,R&D-Parternerships,600002,Legal-Employment Fees,22279.00581
4,EUR,Europe,R&D,R&D-04,R&D-Parternerships,700000,IT-Application-On-Premise,5421.391698
4,EUR,Europe,R&D,R&D-04,R&D-Parternerships,700001,IT-Application-Subscription,7044.539615
4,EUR,Europe,R&D,R&D-04,R&D-Parternerships,700002,IT-Infrastructure,3743.685
4,EUR,Europe,R&D,R&D-04,R&D-Parternerships,700003,IT-Consultant-System Implementation,955.808242
4,EUR,Europe,R&D,R&D-04,R&D-Parternerships,800000,Facilities-Offices,5538.118293
4,EUR,Europe,R&D,R&D-04,R&D-Parternerships,800001,Facilities-Supplies,1009.343843
4,EUR,Europe,R&D,R&D-04,R&D-Parternerships,800002,Facilities-Supplies,8240.367334
4,EUR,Europe,FIN,FIN-01,Finance,100000,Salary,353.7220073
4,EUR,Europe,FIN,FIN-01,Finance,100001,Benefits,92.24620432
4,EUR,Europe,FIN,FIN-01,Finance,200000,Contractors,50140.7345
4,EUR,Europe,FIN,FIN-01,Finance,400000,Travel-Trips,731.7853856
4,EUR,Europe,FIN,FIN-01,Finance,400001,Travel-Hotels,759.0205232
4,EUR,Europe,FIN,FIN-01,Finance,500000,Professional-Services-Consultants,3039.273159
4,EUR,Europe,FIN,FIN-01,Finance,600000,Legal-Consultants,12105.14948
4,EUR,Europe,FIN,FIN-01,Finance,600001,Legal-Corporate Fees,11973.21405
4,EUR,Europe,FIN,FIN-01,Finance,600002,Legal-Employment Fees,30106.38853
4,EUR,Europe,FIN,FIN-01,Finance,700000,IT-Application-On-Premise,1529.810942
4,EUR,Europe,FIN,FIN-01,Finance,700001,IT-Application-Subscription,4722.329777
4,EUR,Europe,FIN,FIN-01,Finance,700002,IT-Infrastructure,1406.568739
4,EUR,Europe,FIN,FIN-01,Finance,700003,IT-Consultant-System Implementation,468.2011108
4,EUR,Europe,FIN,FIN-01,Finance,800000,Facilities-Offices,1496.163856
4,EUR,Europe,FIN,FIN-01,Finance,800001,Facilities-Supplies,3405.63496
4,EUR,Europe,FIN,FIN-01,Finance,800002,Facilities-Supplies,5422.410832
4,EUR,Europe,ACC,ACC-01,Accounting,100000,Salary,92349.65681
4,EUR,Europe,ACC,ACC-01,Accounting,100001,Benefits,24083.01184
4,EUR,Europe,ACC,ACC-01,Accounting,200000,Contractors,17969.88527
4,EUR,Europe,ACC,ACC-01,Accounting,400000,Travel-Trips,692.83693
4,EUR,Europe,ACC,ACC-01,Accounting,400001,Travel-Hotels,159.0151345
4,EUR,Europe,ACC,ACC-01,Accounting,500000,Professional-Services-Consultants,40453.85075
4,EUR,Europe,ACC,ACC-01,Accounting,600000,Legal-Consultants,41333.05724
4,EUR,Europe,ACC,ACC-01,Accounting,600001,Legal-Corporate Fees,20721.12404
4,EUR,Europe,ACC,ACC-01,Accounting,600002,Legal-Employment Fees,22858.77548
4,EUR,Europe,ACC,ACC-01,Accounting,700000,IT-Application-On-Premise,807.3712465
4,EUR,Europe,ACC,ACC-01,Accounting,700001,IT-Application-Subscription,227.7282093
4,EUR,Europe,ACC,ACC-01,Accounting,700002,IT-Infrastructure,823.4327215
4,EUR,Europe,ACC,ACC-01,Accounting,700003,IT-Consultant-System Implementation,4722.041159
4,EUR,Europe,ACC,ACC-01,Accounting,800000,Facilities-Offices,4390.781347
4,EUR,Europe,ACC,ACC-01,Accounting,800001,Facilities-Supplies,6249.765786
4,EUR,Europe,ACC,ACC-01,Accounting,800002,Facilities-Supplies,161.9049367
4,EUR,Europe,IT,IT-01,IT,100000,Salary,5326.145434
4,EUR,Europe,IT,IT-01,IT,100001,Benefits,1388.955192
4,EUR,Europe,IT,IT-01,IT,200000,Contractors,91737.91552
4,EUR,Europe,IT,IT-01,IT,400000,Travel-Trips,479.804107
4,EUR,Europe,IT,IT-01,IT,400001,Travel-Hotels,406.3308457
4,EUR,Europe,IT,IT-01,IT,500000,Professional-Services-Consultants,34366.13256
4,EUR,Europe,IT,IT-01,IT,600000,Legal-Consultants,24398.08697
4,EUR,Europe,IT,IT-01,IT,600001,Legal-Corporate Fees,31591.9037
4,EUR,Europe,IT,IT-01,IT,600002,Legal-Employment Fees,5993.757904
4,EUR,Europe,IT,IT-01,IT,700000,IT-Application-On-Premise,3156.257157
4,EUR,Europe,IT,IT-01,IT,700001,IT-Application-Subscription,8962.946967
4,EUR,Europe,IT,IT-01,IT,700002,IT-Infrastructure,4028.803758
4,EUR,Europe,IT,IT-01,IT,700003,IT-Consultant-System Implementation,1709.871418
4,EUR,Europe,IT,IT-01,IT,800000,Facilities-Offices,4467.793926
4,EUR,Europe,IT,IT-01,IT,800001,Facilities-Supplies,9918.206902
4,EUR,Europe,IT,IT-01,IT,800002,Facilities-Supplies,8613.634243
4,EUR,Europe,PS,PS-01,PS,100000,Salary,33443.46721
4,EUR,Europe,PS,PS-01,PS,100001,Benefits,8721.414292
4,EUR,Europe,PS,PS-01,PS,200000,Contractors,77346.54605
4,EUR,Europe,PS,PS-01,PS,400000,Travel-Trips,426.1970742
4,EUR,Europe,PS,PS-01,PS,400001,Travel-Hotels,909.3949544
4,EUR,Europe,PS,PS-01,PS,500000,Professional-Services-Consultants,36392.01856
4,EUR,Europe,PS,PS-01,PS,600000,Legal-Consultants,19236.01814
4,EUR,Europe,PS,PS-01,PS,600001,Legal-Corporate Fees,26456.24921
4,EUR,Europe,PS,PS-01,PS,600002,Legal-Employment Fees,12684.58753
4,EUR,Europe,PS,PS-01,PS,700000,IT-Application-On-Premise,3778.544837
4,EUR,Europe,PS,PS-01,PS,700001,IT-Application-Subscription,4642.425925
4,EUR,Europe,PS,PS-01,PS,700002,IT-Infrastructure,1490.261385
4,EUR,Europe,PS,PS-01,PS,700003,IT-Consultant-System Implementation,2240.524276
4,EUR,Europe,PS,PS-01,PS,800000,Facilities-Offices,7578.622201
4,EUR,Europe,PS,PS-01,PS,800001,Facilities-Supplies,7497.034326
4,EUR,Europe,PS,PS-01,PS,800002,Facilities-Supplies,8098.046911
4,EUR,Europe,IS,IS-01,IS,100000,Salary,21542.7034
4,EUR,Europe,IS,IS-01,IS,100001,Benefits,5617.923001
4,EUR,Europe,IS,IS-01,IS,200000,Contractors,57546.5647
4,EUR,Europe,IS,IS-01,IS,400000,Travel-Trips,911.9284621
4,EUR,Europe,IS,IS-01,IS,400001,Travel-Hotels,120.9152109
4,EUR,Europe,IS,IS-01,IS,500000,Professional-Services-Consultants,517.2115697
4,EUR,Europe,IS,IS-01,IS,600000,Legal-Consultants,46979.5499
4,EUR,Europe,IS,IS-01,IS,600001,Legal-Corporate Fees,13846.31841
4,EUR,Europe,IS,IS-01,IS,600002,Legal-Employment Fees,45001.72297
4,EUR,Europe,IS,IS-01,IS,700000,IT-Application-On-Premise,4105.618845
4,EUR,Europe,IS,IS-01,IS,700001,IT-Application-Subscription,10920.11923
4,EUR,Europe,IS,IS-01,IS,700002,IT-Infrastructure,8801.61787
4,EUR,Europe,IS,IS-01,IS,700003,IT-Consultant-System Implementation,3302.384652
4,EUR,Europe,IS,IS-01,IS,800000,Facilities-Offices,31.8651022
4,EUR,Europe,IS,IS-01,IS,800001,Facilities-Supplies,5136.269081
4,EUR,Europe,IS,IS-01,IS,800002,Facilities-Supplies,4751.039624
4,EUR,Europe,Exec-Office,Exec-Office-01,Exec-Office,100000,Salary,32275.92122
4,EUR,Europe,Exec-Office,Exec-Office-01,Exec-Office,100001,Benefits,8416.940773
4,EUR,Europe,Exec-Office,Exec-Office-01,Exec-Office,200000,Contractors,17565.55135
4,EUR,Europe,Exec-Office,Exec-Office-01,Exec-Office,400000,Travel-Trips,244.1997661
4,EUR,Europe,Exec-Office,Exec-Office-01,Exec-Office,400001,Travel-Hotels,223.1016253
4,EUR,Europe,Exec-Office,Exec-Office-01,Exec-Office,500000,Professional-Services-Consultants,24237.46369
4,EUR,Europe,Exec-Office,Exec-Office-01,Exec-Office,600000,Legal-Consultants,1914.847921
4,EUR,Europe,Exec-Office,Exec-Office-01,Exec-Office,600001,Legal-Corporate Fees,1140.366042
4,EUR,Europe,Exec-Office,Exec-Office-01,Exec-Office,600002,Legal-Employment Fees,10436.21589
4,EUR,Europe,Exec-Office,Exec-Office-01,Exec-Office,700000,IT-Application-On-Premise,2301.570287
4,EUR,Europe,Exec-Office,Exec-Office-01,Exec-Office,700001,IT-Application-Subscription,4569.99465
4,EUR,Europe,Exec-Office,Exec-Office-01,Exec-Office,700002,IT-Infrastructure,3613.529282
4,EUR,Europe,Exec-Office,Exec-Office-01,Exec-Office,700003,IT-Consultant-System Implementation,2881.454506
4,EUR,Europe,Exec-Office,Exec-Office-01,Exec-Office,800000,Facilities-Offices,4507.335284
4,EUR,Europe,Exec-Office,Exec-Office-01,Exec-Office,800001,Facilities-Supplies,1850.608002
4,EUR,Europe,Exec-Office,Exec-Office-01,Exec-Office,800002,Facilities-Supplies,1830.472163
4,EUR,Europe,LEG,LEG-01,Legal,100000,Salary,31235.46042
4,EUR,Europe,LEG,LEG-01,Legal,100001,Benefits,8145.607404
4,EUR,Europe,LEG,LEG-01,Legal,200000,Contractors,9697.405792
4,EUR,Europe,LEG,LEG-01,Legal,400000,Travel-Trips,154.4047683
4,EUR,Europe,LEG,LEG-01,Legal,400001,Travel-Hotels,333.7303565
4,EUR,Europe,LEG,LEG-01,Legal,500000,Professional-Services-Consultants,2135.814622
4,EUR,Europe,LEG,LEG-01,Legal,600000,Legal-Consultants,12113.00161
4,EUR,Europe,LEG,LEG-01,Legal,600001,Legal-Corporate Fees,4244.484205
4,EUR,Europe,LEG,LEG-01,Legal,600002,Legal-Employment Fees,22322.90137
4,EUR,Europe,LEG,LEG-01,Legal,700000,IT-Application-On-Premise,2155.032882
4,EUR,Europe,LEG,LEG-01,Legal,700001,IT-Application-Subscription,2963.485848
4,EUR,Europe,LEG,LEG-01,Legal,700002,IT-Infrastructure,2755.29234
4,EUR,Europe,LEG,LEG-01,Legal,700003,IT-Consultant-System Implementation,2380.477148
4,EUR,Europe,LEG,LEG-01,Legal,800000,Facilities-Offices,1799.236858
4,EUR,Europe,LEG,LEG-01,Legal,800001,Facilities-Supplies,2974.863181
4,EUR,Europe,LEG,LEG-01,Legal,800002,Facilities-Supplies,3664.56497
4,EUR,Europe,TAX,TAX-01,Tax,100000,Salary,44172.21697
4,EUR,Europe,TAX,TAX-01,Tax,100001,Benefits,11519.26274
4,EUR,Europe,TAX,TAX-01,Tax,200000,Contractors,25163.92051
4,EUR,Europe,TAX,TAX-01,Tax,400000,Travel-Trips,74.02867707
4,EUR,Europe,TAX,TAX-01,Tax,400001,Travel-Hotels,266.609701
4,EUR,Europe,TAX,TAX-01,Tax,500000,Professional-Services-Consultants,25495.87139
4,EUR,Europe,TAX,TAX-01,Tax,600000,Legal-Consultants,16299.71812
4,EUR,Europe,TAX,TAX-01,Tax,600001,Legal-Corporate Fees,24430.7955
4,EUR,Europe,TAX,TAX-01,Tax,600002,Legal-Employment Fees,13316.25845
4,EUR,Europe,TAX,TAX-01,Tax,700000,IT-Application-On-Premise,5362.408727
4,EUR,Europe,TAX,TAX-01,Tax,700001,IT-Application-Subscription,3119.133736
4,EUR,Europe,TAX,TAX-01,Tax,700002,IT-Infrastructure,1912.564739
4,EUR,Europe,TAX,TAX-01,Tax,700003,IT-Consultant-System Implementation,211.3760361
4,EUR,Europe,TAX,TAX-01,Tax,800000,Facilities-Offices,3310.818241
4,EUR,Europe,TAX,TAX-01,Tax,800001,Facilities-Supplies,5348.567562
4,EUR,Europe,TAX,TAX-01,Tax,800002,Facilities-Supplies,1913.981928
4,AME,Americas,Sales,Sales-01,Sales-Direct,100000,Salary,45578.78803
4,AME,Americas,Sales,Sales-01,Sales-Direct,100001,Benefits,11886.07314
4,AME,Americas,Sales,Sales-01,Sales-Direct,200000,Contractors,207.1624215
4,AME,Americas,Sales,Sales-01,Sales-Direct,400000,Travel-Trips,353.3897538
4,AME,Americas,Sales,Sales-01,Sales-Direct,400001,Travel-Hotels,183.5080574
4,AME,Americas,Sales,Sales-01,Sales-Direct,500000,Professional-Services-Consultants,12302.91235
4,AME,Americas,Sales,Sales-01,Sales-Direct,600000,Legal-Consultants,7856.423504
4,AME,Americas,Sales,Sales-01,Sales-Direct,600001,Legal-Corporate Fees,10319.27227
4,AME,Americas,Sales,Sales-01,Sales-Direct,600002,Legal-Employment Fees,2128.322938
4,AME,Americas,Sales,Sales-01,Sales-Direct,700000,IT-Application-On-Premise,6238.190042
4,AME,Americas,Sales,Sales-01,Sales-Direct,700001,IT-Application-Subscription,5033.212024
4,AME,Americas,Sales,Sales-01,Sales-Direct,700002,IT-Infrastructure,2584.040207
4,AME,Americas,Sales,Sales-01,Sales-Direct,700003,IT-Consultant-System Implementation,5560.512809
4,AME,Americas,Sales,Sales-01,Sales-Direct,800000,Facilities-Offices,514.1520237
4,AME,Americas,Sales,Sales-01,Sales-Direct,800001,Facilities-Supplies,3634.090512
4,AME,Americas,Sales,Sales-01,Sales-Direct,800002,Facilities-Supplies,769.0912912
4,AME,Americas,Sales,Sales-02,Sales-Partners,100000,Salary,57521.52171
4,AME,Americas,Sales,Sales-02,Sales-Partners,100001,Benefits,15000.50912
4,AME,Americas,Sales,Sales-02,Sales-Partners,200000,Contractors,7093.77797
4,AME,Americas,Sales,Sales-02,Sales-Partners,400000,Travel-Trips,112.9611966
4,AME,Americas,Sales,Sales-02,Sales-Partners,400001,Travel-Hotels,74.40410571
4,AME,Americas,Sales,Sales-02,Sales-Partners,500000,Professional-Services-Consultants,18485.43414
4,AME,Americas,Sales,Sales-02,Sales-Partners,600000,Legal-Consultants,19183.53728
4,AME,Americas,Sales,Sales-02,Sales-Partners,600001,Legal-Corporate Fees,14854.64508
4,AME,Americas,Sales,Sales-02,Sales-Partners,600002,Legal-Employment Fees,12716.14533
4,AME,Americas,Sales,Sales-02,Sales-Partners,700000,IT-Application-On-Premise,5008.146298
4,AME,Americas,Sales,Sales-02,Sales-Partners,700001,IT-Application-Subscription,1838.258686
4,AME,Americas,Sales,Sales-02,Sales-Partners,700002,IT-Infrastructure,4299.88173
4,AME,Americas,Sales,Sales-02,Sales-Partners,700003,IT-Consultant-System Implementation,3834.606486
4,AME,Americas,Sales,Sales-02,Sales-Partners,800000,Facilities-Offices,6454.465722
4,AME,Americas,Sales,Sales-02,Sales-Partners,800001,Facilities-Supplies,5855.830555
4,AME,Americas,Sales,Sales-02,Sales-Partners,800002,Facilities-Supplies,1724.337509
4,AME,Americas,Sales,Sales-03,Sales-Online,100000,Salary,30689.03099
4,AME,Americas,Sales,Sales-03,Sales-Online,100001,Benefits,8003.106331
4,AME,Americas,Sales,Sales-03,Sales-Online,200000,Contractors,39948.22367
4,AME,Americas,Sales,Sales-03,Sales-Online,400000,Travel-Trips,124.7086278
4,AME,Americas,Sales,Sales-03,Sales-Online,400001,Travel-Hotels,319.5512944
4,AME,Americas,Sales,Sales-03,Sales-Online,500000,Professional-Services-Consultants,9407.177872
4,AME,Americas,Sales,Sales-03,Sales-Online,600000,Legal-Consultants,8808.031449
4,AME,Americas,Sales,Sales-03,Sales-Online,600001,Legal-Corporate Fees,10850.8816
4,AME,Americas,Sales,Sales-03,Sales-Online,600002,Legal-Employment Fees,15370.16304
4,AME,Americas,Sales,Sales-03,Sales-Online,700000,IT-Application-On-Premise,2718.237236
4,AME,Americas,Sales,Sales-03,Sales-Online,700001,IT-Application-Subscription,1364.258086
4,AME,Americas,Sales,Sales-03,Sales-Online,700002,IT-Infrastructure,6560.337392
4,AME,Americas,Sales,Sales-03,Sales-Online,700003,IT-Consultant-System Implementation,485.9746923
4,AME,Americas,Sales,Sales-03,Sales-Online,800000,Facilities-Offices,1985.812861
4,AME,Americas,Sales,Sales-03,Sales-Online,800001,Facilities-Supplies,6462.808493
4,AME,Americas,Sales,Sales-03,Sales-Online,800002,Facilities-Supplies,5268.046768
4,AME,Americas,Sales,Sales-04,Sales-Ops,100000,Salary,34656.03257
4,AME,Americas,Sales,Sales-04,Sales-Ops,100001,Benefits,9037.629992
4,AME,Americas,Sales,Sales-04,Sales-Ops,200000,Contractors,44220.94656
4,AME,Americas,Sales,Sales-04,Sales-Ops,400000,Travel-Trips,114.1598033
4,AME,Americas,Sales,Sales-04,Sales-Ops,400001,Travel-Hotels,61.15261167
4,AME,Americas,Sales,Sales-04,Sales-Ops,500000,Professional-Services-Consultants,4324.507097
4,AME,Americas,Sales,Sales-04,Sales-Ops,600000,Legal-Consultants,14474.05134
4,AME,Americas,Sales,Sales-04,Sales-Ops,600001,Legal-Corporate Fees,27080.64549
4,AME,Americas,Sales,Sales-04,Sales-Ops,600002,Legal-Employment Fees,20746.12273
4,AME,Americas,Sales,Sales-04,Sales-Ops,700000,IT-Application-On-Premise,5006.882428
4,AME,Americas,Sales,Sales-04,Sales-Ops,700001,IT-Application-Subscription,2848.178318
4,AME,Americas,Sales,Sales-04,Sales-Ops,700002,IT-Infrastructure,6412.004247
4,AME,Americas,Sales,Sales-04,Sales-Ops,700003,IT-Consultant-System Implementation,4140.520898
4,AME,Americas,Sales,Sales-04,Sales-Ops,800000,Facilities-Offices,3432.520205
4,AME,Americas,Sales,Sales-04,Sales-Ops,800001,Facilities-Supplies,5295.318459
4,AME,Americas,Sales,Sales-04,Sales-Ops,800002,Facilities-Supplies,79.64909249
4,AME,Americas,Sales,Sales-05,Sales-Exec,100000,Salary,10737.07877
4,AME,Americas,Sales,Sales-05,Sales-Exec,100001,Benefits,2800.024057
4,AME,Americas,Sales,Sales-05,Sales-Exec,200000,Contractors,23355.93026
4,AME,Americas,Sales,Sales-05,Sales-Exec,400000,Travel-Trips,614.7973088
4,AME,Americas,Sales,Sales-05,Sales-Exec,400001,Travel-Hotels,561.1758079
4,AME,Americas,Sales,Sales-05,Sales-Exec,500000,Professional-Services-Consultants,13718.71595
4,AME,Americas,Sales,Sales-05,Sales-Exec,600000,Legal-Consultants,72.89152854
4,AME,Americas,Sales,Sales-05,Sales-Exec,600001,Legal-Corporate Fees,14844.76903
4,AME,Americas,Sales,Sales-05,Sales-Exec,600002,Legal-Employment Fees,9176.020381
4,AME,Americas,Sales,Sales-05,Sales-Exec,700000,IT-Application-On-Premise,530.0587486
4,AME,Americas,Sales,Sales-05,Sales-Exec,700001,IT-Application-Subscription,4974.80565
4,AME,Americas,Sales,Sales-05,Sales-Exec,700002,IT-Infrastructure,3922.086314
4,AME,Americas,Sales,Sales-05,Sales-Exec,700003,IT-Consultant-System Implementation,3331.756076
4,AME,Americas,Sales,Sales-05,Sales-Exec,800000,Facilities-Offices,4567.890581
4,AME,Americas,Sales,Sales-05,Sales-Exec,800001,Facilities-Supplies,5930.088862
4,AME,Americas,Sales,Sales-05,Sales-Exec,800002,Facilities-Supplies,5578.763563
4,AME,Americas,Marketing,Marketing-01,Marketing-Events,100000,Salary,32272.73047
4,AME,Americas,Marketing,Marketing-01,Marketing-Events,100001,Benefits,8416.108511
4,AME,Americas,Marketing,Marketing-01,Marketing-Events,200000,Contractors,10466.90632
4,AME,Americas,Marketing,Marketing-01,Marketing-Events,400000,Travel-Trips,328.8597051
4,AME,Americas,Marketing,Marketing-01,Marketing-Events,400001,Travel-Hotels,109.0512119
4,AME,Americas,Marketing,Marketing-01,Marketing-Events,500000,Professional-Services-Consultants,3058.132526
4,AME,Americas,Marketing,Marketing-01,Marketing-Events,600000,Legal-Consultants,20321.69821
4,AME,Americas,Marketing,Marketing-01,Marketing-Events,600001,Legal-Corporate Fees,26396.07901
4,AME,Americas,Marketing,Marketing-01,Marketing-Events,600002,Legal-Employment Fees,14075.60759
4,AME,Americas,Marketing,Marketing-01,Marketing-Events,700000,IT-Application-On-Premise,4634.470887
4,AME,Americas,Marketing,Marketing-01,Marketing-Events,700001,IT-Application-Subscription,3736.223811
4,AME,Americas,Marketing,Marketing-01,Marketing-Events,700002,IT-Infrastructure,3484.409949
4,AME,Americas,Marketing,Marketing-01,Marketing-Events,700003,IT-Consultant-System Implementation,495.6523105
4,AME,Americas,Marketing,Marketing-01,Marketing-Events,800000,Facilities-Offices,3398.180584
4,AME,Americas,Marketing,Marketing-01,Marketing-Events,800001,Facilities-Supplies,6428.503126
4,AME,Americas,Marketing,Marketing-01,Marketing-Events,800002,Facilities-Supplies,4592.503577
4,AME,Americas,Marketing,Marketing-02,Marketing-Research,100000,Salary,18353.32679
4,AME,Americas,Marketing,Marketing-02,Marketing-Research,100001,Benefits,4786.192631
4,AME,Americas,Marketing,Marketing-02,Marketing-Research,200000,Contractors,39797.94096
4,AME,Americas,Marketing,Marketing-02,Marketing-Research,400000,Travel-Trips,365.797157
4,AME,Americas,Marketing,Marketing-02,Marketing-Research,400001,Travel-Hotels,85.93537167
