CostCenter_Name,Account_Name,cost,BPA
PS,IT-Application-Subscription,6987.56,implementation.csv
PS,IT-Infrastructure,1266.68,implementation.csv
PS,IT-Consultant-System Implementation,7039.6,implementation.csv
PS,Facilities-Offices,9840.91,implementation.csv
PS,Facilities-Supplies,3810.68,implementation.csv
PS,Facilities-Supplies,8786.83,implementation.csv
R&D-Infrastructure Developmet,Salary,51424.47,implementation.csv
R&D-Infrastructure Developmet,Benefits,13370.36,implementation.csv
R&D-Infrastructure Developmet,Contractors,75097.37,implementation.csv
R&D-Infrastructure Developmet,Travel-Trips,510.82,implementation.csv
R&D-Infrastructure Developmet,Travel-Hotels,108.68,implementation.csv
R&D-Infrastructure Developmet,Professional-Services-Consultants,17487.59,implementation.csv
R&D-Infrastructure Developmet,Legal-Consultants,9858.62,implementation.csv
R&D-Infrastructure Developmet,Legal-Corporate Fees,40567.94,implementation.csv
R&D-Infrastructure Developmet,Legal-Employment Fees,15397.21,implementation.csv
R&D-Infrastructure Developmet,IT-Application-On-Premise,7806.68,ITDemand.csv
R&D-Infrastructure Developmet,IT-Application-Subscription,4547.6,ITDemand.csv
R&D-Infrastructure Developmet,IT-Infrastructure,6367.06,ITDemand.csv
R&D-Infrastructure Developmet,IT-Consultant-System Implementation,5917.54,ITDemand.csv
R&D-Infrastructure Developmet,Facilities-Offices,5200.17,implementation.csv
R&D-Infrastructure Developmet,Facilities-Supplies,5582.75,implementation.csv
R&D-Infrastructure Developmet,Facilities-Supplies,6032.65,implementation.csv
R&D-Applications Development,Salary,40519.77,implementation.csv
R&D-Applications Development,Benefits,10535.14,implementation.csv
R&D-Applications Development,Contractors,99039.04,implementation.csv
R&D-Applications Development,Travel-Trips,201.56,implementation.csv
R&D-Applications Development,Travel-Hotels,240.67,implementation.csv
R&D-Applications Development,Professional-Services-Consultants,15394.39,implementation.csv
R&D-Applications Development,Legal-Consultants,20550.94,implementation.csv
R&D-Applications Development,Legal-Corporate Fees,41307.57,implementation.csv
R&D-Applications Development,Legal-Employment Fees,10257.49,implementation.csv
R&D-Applications Development,IT-Application-On-Premise,2313.63,ITDemand.csv
R&D-Applications Development,IT-Application-Subscription,7306.86,ITDemand.csv
R&D-Applications Development,IT-Infrastructure,3282.48,ITDemand.csv
R&D-Applications Development,IT-Consultant-System Implementation,9970.51,ITDemand.csv
R&D-Applications Development,Facilities-Offices,9655.46,implementation.csv
R&D-Applications Development,Facilities-Supplies,3396.49,implementation.csv
R&D-Applications Development,Facilities-Supplies,6284.33,implementation.csv
R&D-Research,Salary,5929.22,implementation.csv
R&D-Research,Benefits,1541.6,implementation.csv
R&D-Research,Contractors,58479.94,implementation.csv
R&D-Research,Travel-Trips,950.24,implementation.csv
R&D-Research,Travel-Hotels,842.72,implementation.csv
R&D-Research,Professional-Services-Consultants,3362.58,implementation.csv
R&D-Research,Legal-Consultants,38345.04,implementation.csv
R&D-Research,Legal-Corporate Fees,21945.77,implementation.csv
R&D-Research,Legal-Employment Fees,13444.01,implementation.csv
R&D-Research,IT-Application-On-Premise,5098.45,ITDemand.csv
R&D-Research,IT-Application-Subscription,3333.0,ITDemand.csv
R&D-Research,IT-Infrastructure,8556.25,ITDemand.csv
R&D-Research,IT-Consultant-System Implementation,1896.2,ITDemand.csv
R&D-Research,Facilities-Offices,6197.01,implementation.csv
R&D-Research,Facilities-Supplies,1325.53,implementation.csv
R&D-Research,Facilities-Supplies,9332.0,implementation.csv
R&D-Parternerships,Salary,20975.6,sales.csv
R&D-Parternerships,Benefits,5453.66,sales.csv
R&D-Parternerships,Contractors,96590.66,sales.csv
R&D-Parternerships,Travel-Trips,514.34,sales.csv
R&D-Parternerships,Travel-Hotels,331.81,sales.csv
R&D-Parternerships,Professional-Services-Consultants,29005.98,sales.csv
R&D-Parternerships,Legal-Consultants,12555.98,sales.csv
R&D-Parternerships,Legal-Corporate Fees,7380.81,sales.csv
R&D-Parternerships,Legal-Employment Fees,12342.14,sales.csv
R&D-Parternerships,IT-Application-On-Premise,9286.68,ITDemand.csv
R&D-Parternerships,IT-Application-Subscription,8200.56,ITDemand.csv
R&D-Parternerships,IT-Infrastructure,9340.43,ITDemand.csv
R&D-Parternerships,IT-Consultant-System Implementation,9019.21,ITDemand.csv
R&D-Parternerships,Facilities-Offices,7086.49,sales.csv
R&D-Parternerships,Facilities-Supplies,4078.68,sales.csv
R&D-Parternerships,Facilities-Supplies,576.05,sales.csv
Sales-Direct,Salary,54931.72,sales.csv
Sales-Direct,Benefits,14282.25,sales.csv
Sales-Direct,Contractors,23035.12,sales.csv
Sales-Direct,Travel-Trips,254.86,sales.csv
Sales-Direct,Travel-Hotels,652.5,sales.csv
Sales-Direct,Professional-Services-Consultants,29058.1,sales.csv
Sales-Direct,Legal-Consultants,6726.86,sales.csv
Sales-Direct,Legal-Corporate Fees,5414.32,sales.csv
Sales-Direct,Legal-Employment Fees,33999.31,sales.csv
Sales-Direct,IT-Application-On-Premise,9613.82,ITDemand.csv
Sales-Direct,IT-Application-Subscription,3570.05,ITDemand.csv
Sales-Direct,IT-Infrastructure,5751.18,ITDemand.csv
Sales-Direct,IT-Consultant-System Implementation,2139.93,ITDemand.csv
Sales-Direct,Facilities-Offices,5871.5,phones.csv
Sales-Direct,Facilities-Supplies,181.63,phones.csv
Sales-Direct,Facilities-Supplies,4816.23,phones.csv
Sales-Partners,Salary,22612.11,sales.csv
Sales-Partners,Benefits,5879.15,sales.csv
Sales-Partners,Contractors,12931.95,sales.csv
Sales-Partners,Travel-Trips,674.8,sales.csv
Sales-Partners,Travel-Hotels,348.93,sales.csv
Sales-Partners,Professional-Services-Consultants,18362.15,sales.csv
Sales-Partners,Legal-Consultants,44658.85,sales.csv
Sales-Partners,Legal-Corporate Fees,35000.48,sales.csv
Sales-Partners,Legal-Employment Fees,7005.77,sales.csv
Sales-Partners,IT-Application-On-Premise,8360.48,sales.csv
Sales-Partners,IT-Application-Subscription,3933.15,sales.csv
Sales-Partners,IT-Infrastructure,6690.84,sales.csv
Sales-Partners,IT-Consultant-System Implementation,1691.29,sales.csv
Sales-Partners,Facilities-Offices,2992.36,sales.csv
Sales-Partners,Facilities-Supplies,9155.91,sales.csv
Sales-Partners,Facilities-Supplies,6490.4,sales.csv
Sales-Online,Salary,28358.44,sales.csv
Sales-Online,Benefits,7373.19,sales.csv
Sales-Online,Contractors,54132.08,sales.csv
Sales-Online,Travel-Trips,549.02,sales.csv
Sales-Online,Travel-Hotels,286.84,sales.csv
Sales-Online,Professional-Services-Consultants,16785.77,sales.csv
Sales-Online,Legal-Consultants,38218.7,sales.csv
Sales-Online,Legal-Corporate Fees,28643.82,sales.csv
Sales-Online,Legal-Employment Fees,14364.32,sales.csv
Sales-Online,IT-Application-On-Premise,6450.4,sales.csv
Sales-Online,IT-Application-Subscription,6815.71,sales.csv
Sales-Online,IT-Infrastructure,8941.66,sales.csv
Sales-Online,IT-Consultant-System Implementation,3850.04,sales.csv
Sales-Online,Facilities-Offices,809.11,sales.csv
Sales-Online,Facilities-Supplies,7711.3,sales.csv
Sales-Online,Facilities-Supplies,2415.74,sales.csv
Sales-Ops,Salary,30776.42,sales.csv
Sales-Ops,Benefits,8001.87,sales.csv
Sales-Ops,Contractors,96455.49,sales.csv
Sales-Ops,Travel-Trips,969.41,sales.csv
Sales-Ops,Travel-Hotels,961.74,sales.csv
Sales-Ops,Professional-Services-Consultants,26531.3,sales.csv
Sales-Ops,Legal-Consultants,16279.67,sales.csv
Sales-Ops,Legal-Corporate Fees,3787.76,sales.csv
Sales-Ops,Legal-Employment Fees,10422.84,sales.csv
Sales-Ops,IT-Application-On-Premise,1286.08,ITDemand.csv
Sales-Ops,IT-Application-Subscription,9059.93,ITDemand.csv
Sales-Ops,IT-Infrastructure,7572.39,ITDemand.csv
Sales-Ops,IT-Consultant-System Implementation,7730.84,ITDemand.csv
Sales-Ops,Facilities-Offices,3588.58,phones.csv
Sales-Ops,Facilities-Supplies,4803.35,phones.csv
Sales-Ops,Facilities-Supplies,2882.72,phones.csv
Sales-Exec,Salary,59954.37,sales.csv
Sales-Exec,Benefits,15588.14,sales.csv
Sales-Exec,Contractors,82968.47,sales.csv
Sales-Exec,Travel-Trips,121.2,sales.csv
Sales-Exec,Travel-Hotels,340.02,sales.csv
Sales-Exec,Professional-Services-Consultants,21636.32,sales.csv
Sales-Exec,Legal-Consultants,11012.38,sales.csv
Sales-Exec,Legal-Corporate Fees,20623.15,sales.csv
Sales-Exec,Legal-Employment Fees,19242.83,sales.csv
Sales-Exec,IT-Application-On-Premise,9474.81,ITDemand.csv
Sales-Exec,IT-Application-Subscription,7725.18,ITDemand.csv
Sales-Exec,IT-Infrastructure,5757.31,ITDemand.csv
Sales-Exec,IT-Consultant-System Implementation,5012.32,ITDemand.csv
Sales-Exec,Facilities-Offices,7958.44,sales.csv
Sales-Exec,Facilities-Supplies,7263.82,sales.csv
Sales-Exec,Facilities-Supplies,9620.62,sales.csv
Tax,Salary,42687.49,sales.csv
Tax,Benefits,11098.75,sales.csv
Tax,Contractors,82170.57,sales.csv
Tax,Travel-Trips,756.0,sales.csv
Tax,Travel-Hotels,717.77,sales.csv
Tax,Professional-Services-Consultants,13257.8,sales.csv
Tax,Legal-Consultants,40771.19,sales.csv
Tax,Legal-Corporate Fees,17062.05,sales.csv
Tax,Legal-Employment Fees,4485.77,sales.csv
Tax,IT-Application-On-Premise,9104.34,ITDemand.csv
Tax,IT-Application-Subscription,1623.68,ITDemand.csv
Tax,IT-Infrastructure,1897.89,ITDemand.csv
Tax,IT-Consultant-System Implementation,9364.33,ITDemand.csv
Tax,Facilities-Offices,2413.67,sales.csv
Tax,Facilities-Supplies,7860.69,sales.csv
Tax,Facilities-Supplies,7794.47,sales.csv
Accounting,Salary,12612.56,sales.csv
Accounting,Benefits,3279.27,sales.csv
Accounting,Contractors,84060.49,sales.csv
Accounting,Travel-Trips,273.69,sales.csv
Accounting,Travel-Hotels,526.1,sales.csv
Accounting,Professional-Services-Consultants,8922.66,sales.csv
Accounting,Legal-Consultants,32054.17,sales.csv
Accounting,Legal-Corporate Fees,38688.06,sales.csv
Accounting,Legal-Employment Fees,17508.38,sales.csv
Accounting,IT-Application-On-Premise,4093.02,ITDemand.csv
Accounting,IT-Application-Subscription,8993.46,ITDemand.csv
Accounting,IT-Infrastructure,1546.85,ITDemand.csv
Accounting,IT-Consultant-System Implementation,6442.22,ITDemand.csv
Accounting,Facilities-Offices,8688.51,sales.csv
Accounting,Facilities-Supplies,5219.59,sales.csv
Accounting,Facilities-Supplies,8225.46,sales.csv
Exec-Office,Salary,56684.33,sales.csv
Exec-Office,Benefits,14737.93,sales.csv
Exec-Office,Contractors,92594.3,sales.csv
Exec-Office,Travel-Trips,811.35,sales.csv
Exec-Office,Travel-Hotels,700.67,sales.csv
Exec-Office,Professional-Services-Consultants,25691.14,sales.csv
Exec-Office,Legal-Consultants,33911.24,sales.csv
Exec-Office,Legal-Corporate Fees,14420.61,sales.csv
Exec-Office,Legal-Employment Fees,41450.07,sales.csv
Exec-Office,IT-Application-On-Premise,5089.47,sales.csv
Exec-Office,IT-Application-Subscription,9431.38,sales.csv
Exec-Office,IT-Infrastructure,9853.15,sales.csv
Exec-Office,IT-Consultant-System Implementation,2358.0,sales.csv
Exec-Office,Facilities-Offices,8958.61,sales.csv
Exec-Office,Facilities-Supplies,4738.03,sales.csv
Exec-Office,Facilities-Supplies,4371.9,sales.csv
Finance,Salary,44301.75,sales.csv
Finance,Benefits,11518.46,sales.csv
Finance,Contractors,26043.99,sales.csv
Finance,Travel-Trips,689.85,sales.csv
Finance,Travel-Hotels,370.33,sales.csv
Finance,Professional-Services-Consultants,3114.88,sales.csv
Finance,Legal-Consultants,17203.69,sales.csv
Finance,Legal-Corporate Fees,20019.61,sales.csv
Finance,Legal-Employment Fees,41109.44,sales.csv
Finance,IT-Application-On-Premise,4829.44,ITDemand.csv
Finance,IT-Application-Subscription,2218.18,ITDemand.csv
Finance,IT-Infrastructure,2690.08,ITDemand.csv
Finance,IT-Consultant-System Implementation,6249.75,ITDemand.csv
Finance,Facilities-Offices,862.25,sales.csv
Finance,Facilities-Supplies,7664.27,sales.csv
Finance,Facilities-Supplies,6020.19,sales.csv
IS,Salary,68504.5,payroll.csv
IS,Benefits,17811.17,payroll.csv
IS,Contractors,31453.29,payroll.csv
IS,Travel-Trips,912.09,payroll.csv
IS,Travel-Hotels,94.95,payroll.csv
IS,Professional-Services-Consultants,32119.37,payroll.csv
IS,Legal-Consultants,18802.72,payroll.csv
IS,Legal-Corporate Fees,12272.07,payroll.csv
IS,Legal-Employment Fees,9002.71,payroll.csv
IS,IT-Application-On-Premise,9135.63,payroll.csv
IS,IT-Application-Subscription,5857.96,payroll.csv
IS,IT-Infrastructure,4159.14,payroll.csv
IS,IT-Consultant-System Implementation,3849.78,payroll.csv
IS,Facilities-Offices,9691.71,payroll.csv
IS,Facilities-Supplies,62.36,payroll.csv
IS,Facilities-Supplies,4598.86,payroll.csv
IT,Salary,38823.44,ITDemand.csv
IT,Benefits,10094.09,ITDemand.csv
IT,Contractors,3270.9,ITDemand.csv
IT,Travel-Trips,209.44,ITDemand.csv
IT,Travel-Hotels,894.4,ITDemand.csv
IT,Professional-Services-Consultants,28318.46,ITDemand.csv
IT,Legal-Consultants,30260.92,ITDemand.csv
IT,Legal-Corporate Fees,1788.69,ITDemand.csv
IT,Legal-Employment Fees,23345.66,ITDemand.csv
IT,IT-Application-On-Premise,6721.48,ITDemand.csv
IT,IT-Application-Subscription,7687.65,ITDemand.csv
IT,IT-Infrastructure,5217.38,ITDemand.csv
IT,IT-Consultant-System Implementation,9617.21,ITDemand.csv
IT,Facilities-Offices,9093.76,ITDemand.csv
IT,Facilities-Supplies,2717.9,ITDemand.csv
IT,Facilities-Supplies,3152.0,ITDemand.csv
Legal,Salary,86861.68,sales.csv
Legal,Benefits,22584.04,sales.csv
Legal,Contractors,87257.61,sales.csv
Legal,Travel-Trips,641.1,sales.csv
Legal,Travel-Hotels,289.7,sales.csv
Legal,Professional-Services-Consultants,34816.24,sales.csv
Legal,Legal-Consultants,625.14,sales.csv
Legal,Legal-Corporate Fees,11465.73,sales.csv
Legal,Legal-Employment Fees,22560.42,sales.csv
Legal,IT-Application-On-Premise,1871.16,ITDemand.csv
Legal,IT-Application-Subscription,9997.67,ITDemand.csv
Legal,IT-Infrastructure,6650.88,ITDemand.csv
Legal,IT-Consultant-System Implementation,9838.87,ITDemand.csv
Legal,Facilities-Offices,5125.25,sales.csv
Legal,Facilities-Supplies,5524.84,sales.csv
Legal,Facilities-Supplies,7123.67,sales.csv
Marketing-Events,Salary,24355.31,sales.csv
Marketing-Events,Benefits,6332.38,sales.csv
Marketing-Events,Contractors,76380.39,sales.csv
Marketing-Events,Travel-Trips,383.79,sales.csv
Marketing-Events,Travel-Hotels,633.79,sales.csv
Marketing-Events,Professional-Services-Consultants,16286.85,sales.csv
Marketing-Events,Legal-Consultants,33884.18,sales.csv
Marketing-Events,Legal-Corporate Fees,36006.04,sales.csv
Marketing-Events,Legal-Employment Fees,11219.66,sales.csv
Marketing-Events,IT-Application-On-Premise,979.76,ITDemand.csv
Marketing-Events,IT-Application-Subscription,5610.05,ITDemand.csv
Marketing-Events,IT-Infrastructure,2498.32,ITDemand.csv
Marketing-Events,IT-Consultant-System Implementation,3519.85,ITDemand.csv
Marketing-Events,Facilities-Offices,3308.76,sales.csv
Marketing-Events,Facilities-Supplies,5746.56,sales.csv
Marketing-Events,Facilities-Supplies,2052.33,sales.csv
Marketing-Research,Salary,93714.58,sales.csv
Marketing-Research,Benefits,24365.79,sales.csv
Marketing-Research,Contractors,76617.02,sales.csv
Marketing-Research,Travel-Trips,18.64,sales.csv
Marketing-Research,Travel-Hotels,896.82,sales.csv
Marketing-Research,Professional-Services-Consultants,38352.48,sales.csv
Marketing-Research,Legal-Consultants,12689.63,sales.csv
Marketing-Research,Legal-Corporate Fees,8946.67,sales.csv
Marketing-Research,Legal-Employment Fees,14146.98,sales.csv
Marketing-Research,IT-Application-On-Premise,7072.89,ITDemand.csv
Marketing-Research,IT-Application-Subscription,5274.07,ITDemand.csv
Marketing-Research,IT-Infrastructure,3755.83,ITDemand.csv
Marketing-Research,IT-Consultant-System Implementation,437.72,ITDemand.csv
Marketing-Research,Facilities-Offices,525.01,sales.csv
Marketing-Research,Facilities-Supplies,1694.29,sales.csv
Marketing-Research,Facilities-Supplies,8484.82,sales.csv
Marketing-PR,Salary,5661.31,sales.csv
Marketing-PR,Benefits,1471.94,sales.csv
Marketing-PR,Contractors,54890.67,sales.csv
Marketing-PR,Travel-Trips,391.58,sales.csv
Marketing-PR,Travel-Hotels,513.92,sales.csv
Marketing-PR,Professional-Services-Consultants,40432.3,sales.csv
Marketing-PR,Legal-Consultants,40983.28,sales.csv
Marketing-PR,Legal-Corporate Fees,37838.16,sales.csv
Marketing-PR,Legal-Employment Fees,10778.21,sales.csv
Marketing-PR,IT-Application-On-Premise,9285.22,ITDemand.csv
Marketing-PR,IT-Application-Subscription,9450.55,ITDemand.csv
Marketing-PR,IT-Infrastructure,3998.68,ITDemand.csv
Marketing-PR,IT-Consultant-System Implementation,1416.88,ITDemand.csv
Marketing-PR,Facilities-Offices,6561.38,sales.csv
Marketing-PR,Facilities-Supplies,4069.11,sales.csv
Marketing-PR,Facilities-Supplies,9944.51,sales.csv
Product-Management,Salary,94248.61,implementation.csv
Product-Management,Benefits,24504.64,implementation.csv
Product-Management,Contractors,90073.88,implementation.csv
Product-Management,Travel-Trips,246.63,implementation.csv
Product-Management,Travel-Hotels,566.22,implementation.csv
Product-Management,Professional-Services-Consultants,25082.26,implementation.csv
Product-Management,Legal-Consultants,10059.13,implementation.csv
Product-Management,Legal-Corporate Fees,13739.36,implementation.csv
Product-Management,Legal-Employment Fees,29200.59,implementation.csv
Product-Management,IT-Application-On-Premise,9794.23,ITDemand.csv
Product-Management,IT-Application-Subscription,6713.22,ITDemand.csv
Product-Management,IT-Infrastructure,6227.4,ITDemand.csv
Product-Management,IT-Consultant-System Implementation,20.96,ITDemand.csv
Product-Management,Facilities-Offices,6370.19,implementation.csv
Product-Management,Facilities-Supplies,5213.82,implementation.csv
Product-Management,Facilities-Supplies,5448.19,implementation.csv
PS,Salary,93005.96,implementation.csv
PS,Benefits,24181.55,implementation.csv
PS,Contractors,23437.91,implementation.csv
PS,Travel-Trips,252.48,implementation.csv
PS,Travel-Hotels,846.68,implementation.csv
PS,Professional-Services-Consultants,941.67,implementation.csv
PS,Legal-Consultants,22344.5,implementation.csv
PS,Legal-Corporate Fees,43842.17,implementation.csv
PS,Legal-Employment Fees,26988.38,implementation.csv
PS,IT-Application-On-Premise,3734.93,implementation.csv
PS,IT-Application-Subscription,3379.74,implementation.csv
PS,IT-Infrastructure,150.28,implementation.csv
PS,IT-Consultant-System Implementation,8596.21,implementation.csv
PS,Facilities-Offices,3046.62,implementation.csv
PS,Facilities-Supplies,4502.6,implementation.csv
PS,Facilities-Supplies,9688.67,implementation.csv
R&D-Infrastructure Developmet,Salary,56845.08,implementation.csv
R&D-Infrastructure Developmet,Benefits,14779.72,implementation.csv
R&D-Infrastructure Developmet,Contractors,92025.34,implementation.csv
R&D-Infrastructure Developmet,Travel-Trips,5.83,implementation.csv
R&D-Infrastructure Developmet,Travel-Hotels,101.26,implementation.csv
R&D-Infrastructure Developmet,Professional-Services-Consultants,43128.11,implementation.csv
R&D-Infrastructure Developmet,Legal-Consultants,39338.7,implementation.csv
R&D-Infrastructure Developmet,Legal-Corporate Fees,43629.8,implementation.csv
R&D-Infrastructure Developmet,Legal-Employment Fees,32935.9,implementation.csv
R&D-Infrastructure Developmet,IT-Application-On-Premise,160.03,ITDemand.csv
R&D-Infrastructure Developmet,IT-Application-Subscription,6653.48,ITDemand.csv
R&D-Infrastructure Developmet,IT-Infrastructure,3909.09,ITDemand.csv
R&D-Infrastructure Developmet,IT-Consultant-System Implementation,1384.31,ITDemand.csv
R&D-Infrastructure Developmet,Facilities-Offices,3448.53,implementation.csv
R&D-Infrastructure Developmet,Facilities-Supplies,6781.25,implementation.csv
R&D-Infrastructure Developmet,Facilities-Supplies,6134.67,implementation.csv
R&D-Applications Development,Salary,29485.3,implementation.csv
R&D-Applications Development,Benefits,7666.18,implementation.csv
R&D-Applications Development,Contractors,57812.7,implementation.csv
R&D-Applications Development,Travel-Trips,371.25,implementation.csv
R&D-Applications Development,Travel-Hotels,689.84,implementation.csv
R&D-Applications Development,Professional-Services-Consultants,8104.71,implementation.csv
R&D-Applications Development,Legal-Consultants,1884.51,implementation.csv
R&D-Applications Development,Legal-Corporate Fees,10808.21,implementation.csv
R&D-Applications Development,Legal-Employment Fees,29388.33,implementation.csv
R&D-Applications Development,IT-Application-On-Premise,3550.94,ITDemand.csv
R&D-Applications Development,IT-Application-Subscription,8719.75,ITDemand.csv
R&D-Applications Development,IT-Infrastructure,4990.04,ITDemand.csv
R&D-Applications Development,IT-Consultant-System Implementation,5045.95,ITDemand.csv
R&D-Applications Development,Facilities-Offices,7182.42,implementation.csv
R&D-Applications Development,Facilities-Supplies,637.55,implementation.csv
R&D-Applications Development,Facilities-Supplies,421.1,implementation.csv
R&D-Research,Salary,55403.71,implementation.csv
R&D-Research,Benefits,14404.96,implementation.csv
R&D-Research,Contractors,74825.44,implementation.csv
R&D-Research,Travel-Trips,888.36,implementation.csv
R&D-Research,Travel-Hotels,988.78,implementation.csv
R&D-Research,Professional-Services-Consultants,24134.17,implementation.csv
R&D-Research,Legal-Consultants,38342.73,implementation.csv
R&D-Research,Legal-Corporate Fees,285.89,implementation.csv
R&D-Research,Legal-Employment Fees,38185.09,implementation.csv
R&D-Research,IT-Application-On-Premise,9540.57,ITDemand.csv
R&D-Research,IT-Application-Subscription,4581.83,ITDemand.csv
R&D-Research,IT-Infrastructure,598.66,ITDemand.csv
R&D-Research,IT-Consultant-System Implementation,6351.88,ITDemand.csv
R&D-Research,Facilities-Offices,3748.89,implementation.csv
R&D-Research,Facilities-Supplies,4703.86,implementation.csv
R&D-Research,Facilities-Supplies,6971.68,implementation.csv
R&D-Parternerships,Salary,2890.9,sales.csv
R&D-Parternerships,Benefits,751.63,sales.csv
R&D-Parternerships,Contractors,20664.74,sales.csv
R&D-Parternerships,Travel-Trips,153.67,sales.csv
R&D-Parternerships,Travel-Hotels,927.16,sales.csv
R&D-Parternerships,Professional-Services-Consultants,12879.9,sales.csv
R&D-Parternerships,Legal-Consultants,5617.52,sales.csv
R&D-Parternerships,Legal-Corporate Fees,25874.53,sales.csv
R&D-Parternerships,Legal-Employment Fees,17621.78,sales.csv
R&D-Parternerships,IT-Application-On-Premise,1192.78,ITDemand.csv
R&D-Parternerships,IT-Application-Subscription,3466.09,ITDemand.csv
R&D-Parternerships,IT-Infrastructure,6555.49,ITDemand.csv
R&D-Parternerships,IT-Consultant-System Implementation,4228.73,ITDemand.csv
R&D-Parternerships,Facilities-Offices,1252.84,sales.csv
R&D-Parternerships,Facilities-Supplies,3450.03,sales.csv
R&D-Parternerships,Facilities-Supplies,2819.82,sales.csv
Sales-Direct,Salary,44191.87,sales.csv
Sales-Direct,Benefits,11489.89,sales.csv
Sales-Direct,Contractors,35560.85,sales.csv
Sales-Direct,Travel-Trips,744.25,sales.csv
Sales-Direct,Travel-Hotels,251.14,sales.csv
Sales-Direct,Professional-Services-Consultants,1928.42,sales.csv
Sales-Direct,Legal-Consultants,20619.97,sales.csv
Sales-Direct,Legal-Corporate Fees,16154.13,sales.csv
Sales-Direct,Legal-Employment Fees,43755.14,sales.csv
Sales-Direct,IT-Application-On-Premise,7198.46,ITDemand.csv
Sales-Direct,IT-Application-Subscription,6564.69,ITDemand.csv
Sales-Direct,IT-Infrastructure,3356.23,ITDemand.csv
Sales-Direct,IT-Consultant-System Implementation,4705.11,ITDemand.csv
Sales-Direct,Facilities-Offices,4086.39,phones.csv
Sales-Direct,Facilities-Supplies,8448.89,phones.csv
Sales-Direct,Facilities-Supplies,2297.36,phones.csv
Sales-Partners,Salary,68515.94,sales.csv
Sales-Partners,Benefits,17814.14,sales.csv
Sales-Partners,Contractors,22024.04,sales.csv
Sales-Partners,Travel-Trips,54.42,sales.csv
Sales-Partners,Travel-Hotels,148.09,sales.csv
Sales-Partners,Professional-Services-Consultants,24502.38,sales.csv
Sales-Partners,Legal-Consultants,578.18,sales.csv
Sales-Partners,Legal-Corporate Fees,13706.91,sales.csv
Sales-Partners,Legal-Employment Fees,10830.52,sales.csv
Sales-Partners,IT-Application-On-Premise,5970.16,sales.csv
Sales-Partners,IT-Application-Subscription,7624.06,sales.csv
Sales-Partners,IT-Infrastructure,1646.67,sales.csv
Sales-Partners,IT-Consultant-System Implementation,506.09,sales.csv
Sales-Partners,Facilities-Offices,5061.98,sales.csv
Sales-Partners,Facilities-Supplies,5339.1,sales.csv
Sales-Partners,Facilities-Supplies,1269.96,sales.csv
Sales-Online,Salary,28506.22,sales.csv
Sales-Online,Benefits,7411.62,sales.csv
Sales-Online,Contractors,39736.05,sales.csv
Sales-Online,Travel-Trips,967.68,sales.csv
Sales-Online,Travel-Hotels,347.05,sales.csv
Sales-Online,Professional-Services-Consultants,31442.82,sales.csv
Sales-Online,Legal-Consultants,15797.47,sales.csv
Sales-Online,Legal-Corporate Fees,24239.38,sales.csv
Sales-Online,Legal-Employment Fees,42753.23,sales.csv
Sales-Online,IT-Application-On-Premise,3393.85,sales.csv
Sales-Online,IT-Application-Subscription,9506.24,sales.csv
Sales-Online,IT-Infrastructure,7741.84,sales.csv
Sales-Online,IT-Consultant-System Implementation,9965.29,sales.csv
Sales-Online,Facilities-Offices,7888.61,sales.csv
Sales-Online,Facilities-Supplies,4070.86,sales.csv
Sales-Online,Facilities-Supplies,5003.78,sales.csv
Sales-Ops,Salary,92119.81,sales.csv
Sales-Ops,Benefits,23951.15,sales.csv
Sales-Ops,Contractors,89760.72,sales.csv
Sales-Ops,Travel-Trips,160.54,sales.csv
Sales-Ops,Travel-Hotels,424.61,sales.csv
Sales-Ops,Professional-Services-Consultants,26452.6,sales.csv
Sales-Ops,Legal-Consultants,5085.15,sales.csv
Sales-Ops,Legal-Corporate Fees,14631.24,sales.csv
Sales-Ops,Legal-Employment Fees,28134.24,sales.csv
Sales-Ops,IT-Application-On-Premise,8124.61,ITDemand.csv
Sales-Ops,IT-Application-Subscription,3349.07,ITDemand.csv
Sales-Ops,IT-Infrastructure,9280.15,ITDemand.csv
Sales-Ops,IT-Consultant-System Implementation,2668.97,ITDemand.csv
Sales-Ops,Facilities-Offices,5230.99,phones.csv
Sales-Ops,Facilities-Supplies,4927.52,phones.csv
Sales-Ops,Facilities-Supplies,3916.3,phones.csv
Sales-Exec,Salary,93888.96,sales.csv
Sales-Exec,Benefits,24411.13,sales.csv
Sales-Exec,Contractors,56909.15,sales.csv
Sales-Exec,Travel-Trips,912.15,sales.csv
Sales-Exec,Travel-Hotels,406.0,sales.csv
Sales-Exec,Professional-Services-Consultants,30501.81,sales.csv
Sales-Exec,Legal-Consultants,28529.32,sales.csv
Sales-Exec,Legal-Corporate Fees,4431.97,sales.csv
Sales-Exec,Legal-Employment Fees,19142.47,sales.csv
Sales-Exec,IT-Application-On-Premise,9127.3,ITDemand.csv
Sales-Exec,IT-Application-Subscription,500.94,ITDemand.csv
Sales-Exec,IT-Infrastructure,8260.18,ITDemand.csv
Sales-Exec,IT-Consultant-System Implementation,1363.96,ITDemand.csv
Sales-Exec,Facilities-Offices,8469.07,sales.csv
Sales-Exec,Facilities-Supplies,8169.75,sales.csv
Sales-Exec,Facilities-Supplies,795.71,sales.csv
Tax,Salary,49541.87,sales.csv
Tax,Benefits,12880.89,sales.csv
Tax,Contractors,56724.64,sales.csv
