Legal_Entity,Legal_Entity_Name,Function,CostCenter,CostCenter_Name,Account,Account_Name,Amount
AME,Americas,PS,PS-01,PS,700003,IT-Consultant-System Implementation,7814.77
AME,Americas,PS,PS-01,PS,800000,Facilities-Offices,1832.77
AME,Americas,PS,PS-01,PS,800001,Facilities-Supplies,2522.58
AME,Americas,PS,PS-01,PS,800002,Facilities-Supplies,305.09
AME,Americas,IS,IS-01,IS,100000,Salary,77265.53
AME,Americas,IS,IS-01,IS,100001,Benefits,20089.04
AME,Americas,IS,IS-01,IS,200000,Contractors,60258.64
AME,Americas,IS,IS-01,IS,400000,Travel-Trips,142.54
AME,Americas,IS,IS-01,IS,400001,Travel-Hotels,958.99
AME,Americas,IS,IS-01,IS,500000,Professional-Services-Consultants,28416.04
AME,Americas,IS,IS-01,IS,600000,Legal-Consultants,33170.6
AME,Americas,IS,IS-01,IS,600001,Legal-Corporate Fees,30976.45
AME,Americas,IS,IS-01,IS,600002,Legal-Employment Fees,31491.75
AME,Americas,IS,IS-01,IS,700000,IT-Application-On-Premise,1779.34
AME,Americas,IS,IS-01,IS,700001,IT-Application-Subscription,4326.76
AME,Americas,IS,IS-01,IS,700002,IT-Infrastructure,7897.4
AME,Americas,IS,IS-01,IS,700003,IT-Consultant-System Implementation,3703.01
AME,Americas,IS,IS-01,IS,800000,Facilities-Offices,3114.45
AME,Americas,IS,IS-01,IS,800001,Facilities-Supplies,1873.72
AME,Americas,IS,IS-01,IS,800002,Facilities-Supplies,7450.96
AME,Americas,Exec-Office,Exec-Office-01,Exec-Office,100000,Salary,76812.39
AME,Americas,Exec-Office,Exec-Office-01,Exec-Office,100001,Benefits,19971.22
AME,Americas,Exec-Office,Exec-Office-01,Exec-Office,200000,Contractors,74104.95
AME,Americas,Exec-Office,Exec-Office-01,Exec-Office,400000,Travel-Trips,761.28
AME,Americas,Exec-Office,Exec-Office-01,Exec-Office,400001,Travel-Hotels,122.61
AME,Americas,Exec-Office,Exec-Office-01,Exec-Office,500000,Professional-Services-Consultants,1360.69
AME,Americas,Exec-Office,Exec-Office-01,Exec-Office,600000,Legal-Consultants,5284.04
AME,Americas,Exec-Office,Exec-Office-01,Exec-Office,600001,Legal-Corporate Fees,42691.68
AME,Americas,Exec-Office,Exec-Office-01,Exec-Office,600002,Legal-Employment Fees,33872.87
AME,Americas,Exec-Office,Exec-Office-01,Exec-Office,700000,IT-Application-On-Premise,7909.45
AME,Americas,Exec-Office,Exec-Office-01,Exec-Office,700001,IT-Application-Subscription,5468.01
AME,Americas,Exec-Office,Exec-Office-01,Exec-Office,700002,IT-Infrastructure,4964.49
AME,Americas,Exec-Office,Exec-Office-01,Exec-Office,700003,IT-Consultant-System Implementation,2914.36
AME,Americas,Exec-Office,Exec-Office-01,Exec-Office,800000,Facilities-Offices,6056.19
AME,Americas,Exec-Office,Exec-Office-01,Exec-Office,800001,Facilities-Supplies,1667.45
AME,Americas,Exec-Office,Exec-Office-01,Exec-Office,800002,Facilities-Supplies,2216.16
AME,Americas,LEG,LEG-01,Legal,100000,Salary,3200.92
AME,Americas,LEG,LEG-01,Legal,100001,Benefits,832.24
AME,Americas,LEG,LEG-01,Legal,200000,Contractors,22006.67
AME,Americas,LEG,LEG-01,Legal,400000,Travel-Trips,777.45
AME,Americas,LEG,LEG-01,Legal,400001,Travel-Hotels,599.48
AME,Americas,LEG,LEG-01,Legal,500000,Professional-Services-Consultants,36119.75
AME,Americas,LEG,LEG-01,Legal,600000,Legal-Consultants,24932.2
AME,Americas,LEG,LEG-01,Legal,600001,Legal-Corporate Fees,30527.82
AME,Americas,LEG,LEG-01,Legal,600002,Legal-Employment Fees,36791.48
AME,Americas,LEG,LEG-01,Legal,700000,IT-Application-On-Premise,8133.79
AME,Americas,LEG,LEG-01,Legal,700001,IT-Application-Subscription,9167.77
AME,Americas,LEG,LEG-01,Legal,700002,IT-Infrastructure,8228.52
AME,Americas,LEG,LEG-01,Legal,700003,IT-Consultant-System Implementation,6785.52
AME,Americas,LEG,LEG-01,Legal,800000,Facilities-Offices,3600.78
AME,Americas,LEG,LEG-01,Legal,800001,Facilities-Supplies,5586.42
AME,Americas,LEG,LEG-01,Legal,800002,Facilities-Supplies,8912.44
AME,Americas,TAX,TAX-01,Tax,100000,Salary,20772.76
AME,Americas,TAX,TAX-01,Tax,100001,Benefits,5400.92
AME,Americas,TAX,TAX-01,Tax,200000,Contractors,62961.8
AME,Americas,TAX,TAX-01,Tax,400000,Travel-Trips,581.52
AME,Americas,TAX,TAX-01,Tax,400001,Travel-Hotels,825.6
AME,Americas,TAX,TAX-01,Tax,500000,Professional-Services-Consultants,17220.3
AME,Americas,TAX,TAX-01,Tax,600000,Legal-Consultants,5292.66
AME,Americas,TAX,TAX-01,Tax,600001,Legal-Corporate Fees,16670.13
AME,Americas,TAX,TAX-01,Tax,600002,Legal-Employment Fees,37100.27
AME,Americas,TAX,TAX-01,Tax,700000,IT-Application-On-Premise,8932.43
AME,Americas,TAX,TAX-01,Tax,700001,IT-Application-Subscription,4352.52
AME,Americas,TAX,TAX-01,Tax,700002,IT-Infrastructure,7309.42
AME,Americas,TAX,TAX-01,Tax,700003,IT-Consultant-System Implementation,6616.51
AME,Americas,TAX,TAX-01,Tax,800000,Facilities-Offices,9481.84
AME,Americas,TAX,TAX-01,Tax,800001,Facilities-Supplies,1340.18
AME,Americas,TAX,TAX-01,Tax,800002,Facilities-Supplies,6620.76
ASI,Asia,Sales,Sales-01,Sales-Direct,100000,Salary,54931.72
ASI,Asia,Sales,Sales-01,Sales-Direct,100001,Benefits,14282.25
ASI,Asia,Sales,Sales-01,Sales-Direct,200000,Contractors,23035.12
ASI,Asia,Sales,Sales-01,Sales-Direct,400000,Travel-Trips,254.86
ASI,Asia,Sales,Sales-01,Sales-Direct,400001,Travel-Hotels,652.5
ASI,Asia,Sales,Sales-01,Sales-Direct,500000,Professional-Services-Consultants,29058.1
ASI,Asia,Sales,Sales-01,Sales-Direct,600000,Legal-Consultants,6726.86
ASI,Asia,Sales,Sales-01,Sales-Direct,600001,Legal-Corporate Fees,5414.32
ASI,Asia,Sales,Sales-01,Sales-Direct,600002,Legal-Employment Fees,33999.31
ASI,Asia,Sales,Sales-01,Sales-Direct,700000,IT-Application-On-Premise,9613.82
ASI,Asia,Sales,Sales-01,Sales-Direct,700001,IT-Application-Subscription,3570.05
ASI,Asia,Sales,Sales-01,Sales-Direct,700002,IT-Infrastructure,5751.18
ASI,Asia,Sales,Sales-01,Sales-Direct,700003,IT-Consultant-System Implementation,2139.93
ASI,Asia,Sales,Sales-01,Sales-Direct,800000,Facilities-Offices,5871.5
ASI,Asia,Sales,Sales-01,Sales-Direct,800001,Facilities-Supplies,181.63
ASI,Asia,Sales,Sales-01,Sales-Direct,800002,Facilities-Supplies,4816.23
ASI,Asia,Sales,Sales-02,Sales-Partners,100000,Salary,22612.11
ASI,Asia,Sales,Sales-02,Sales-Partners,100001,Benefits,5879.15
ASI,Asia,Sales,Sales-02,Sales-Partners,200000,Contractors,12931.95
ASI,Asia,Sales,Sales-02,Sales-Partners,400000,Travel-Trips,674.8
ASI,Asia,Sales,Sales-02,Sales-Partners,400001,Travel-Hotels,348.93
ASI,Asia,Sales,Sales-02,Sales-Partners,500000,Professional-Services-Consultants,18362.15
ASI,Asia,Sales,Sales-02,Sales-Partners,600000,Legal-Consultants,44658.85
ASI,Asia,Sales,Sales-02,Sales-Partners,600001,Legal-Corporate Fees,35000.48
ASI,Asia,Sales,Sales-02,Sales-Partners,600002,Legal-Employment Fees,7005.77
ASI,Asia,Sales,Sales-02,Sales-Partners,700000,IT-Application-On-Premise,8360.48
ASI,Asia,Sales,Sales-02,Sales-Partners,700001,IT-Application-Subscription,3933.15
ASI,Asia,Sales,Sales-02,Sales-Partners,700002,IT-Infrastructure,6690.84
ASI,Asia,Sales,Sales-02,Sales-Partners,700003,IT-Consultant-System Implementation,1691.29
ASI,Asia,Sales,Sales-02,Sales-Partners,800000,Facilities-Offices,2992.36
ASI,Asia,Sales,Sales-02,Sales-Partners,800001,Facilities-Supplies,9155.91
ASI,Asia,Sales,Sales-02,Sales-Partners,800002,Facilities-Supplies,6490.4
ASI,Asia,Sales,Sales-03,Sales-Online,100000,Salary,28358.44
ASI,Asia,Sales,Sales-03,Sales-Online,100001,Benefits,7373.19
ASI,Asia,Sales,Sales-03,Sales-Online,200000,Contractors,54132.08
ASI,Asia,Sales,Sales-03,Sales-Online,400000,Travel-Trips,549.02
ASI,Asia,Sales,Sales-03,Sales-Online,400001,Travel-Hotels,286.84
ASI,Asia,Sales,Sales-03,Sales-Online,500000,Professional-Services-Consultants,16785.77
ASI,Asia,Sales,Sales-03,Sales-Online,600000,Legal-Consultants,38218.7
ASI,Asia,Sales,Sales-03,Sales-Online,600001,Legal-Corporate Fees,28643.82
ASI,Asia,Sales,Sales-03,Sales-Online,600002,Legal-Employment Fees,14364.32
ASI,Asia,Sales,Sales-03,Sales-Online,700000,IT-Application-On-Premise,6450.4
ASI,Asia,Sales,Sales-03,Sales-Online,700001,IT-Application-Subscription,6815.71
ASI,Asia,Sales,Sales-03,Sales-Online,700002,IT-Infrastructure,8941.66
ASI,Asia,Sales,Sales-03,Sales-Online,700003,IT-Consultant-System Implementation,3850.04
ASI,Asia,Sales,Sales-03,Sales-Online,800000,Facilities-Offices,809.11
ASI,Asia,Sales,Sales-03,Sales-Online,800001,Facilities-Supplies,7711.3
ASI,Asia,Sales,Sales-03,Sales-Online,800002,Facilities-Supplies,2415.74
ASI,Asia,Sales,Sales-04,Sales-Ops,100000,Salary,30776.42
ASI,Asia,Sales,Sales-04,Sales-Ops,100001,Benefits,8001.87
ASI,Asia,Sales,Sales-04,Sales-Ops,200000,Contractors,96455.49
ASI,Asia,Sales,Sales-04,Sales-Ops,400000,Travel-Trips,969.41
ASI,Asia,Sales,Sales-04,Sales-Ops,400001,Travel-Hotels,961.74
ASI,Asia,Sales,Sales-04,Sales-Ops,500000,Professional-Services-Consultants,26531.3
ASI,Asia,Sales,Sales-04,Sales-Ops,600000,Legal-Consultants,16279.67
ASI,Asia,Sales,Sales-04,Sales-Ops,600001,Legal-Corporate Fees,3787.76
ASI,Asia,Sales,Sales-04,Sales-Ops,600002,Legal-Employment Fees,10422.84
ASI,Asia,Sales,Sales-04,Sales-Ops,700000,IT-Application-On-Premise,1286.08
ASI,Asia,Sales,Sales-04,Sales-Ops,700001,IT-Application-Subscription,9059.93
ASI,Asia,Sales,Sales-04,Sales-Ops,700002,IT-Infrastructure,7572.39
ASI,Asia,Sales,Sales-04,Sales-Ops,700003,IT-Consultant-System Implementation,7730.84
ASI,Asia,Sales,Sales-04,Sales-Ops,800000,Facilities-Offices,3588.58
ASI,Asia,Sales,Sales-04,Sales-Ops,800001,Facilities-Supplies,4803.35
ASI,Asia,Sales,Sales-04,Sales-Ops,800002,Facilities-Supplies,2882.72
ASI,Asia,Sales,Sales-05,Sales-Exec,100000,Salary,59954.37
ASI,Asia,Sales,Sales-05,Sales-Exec,100001,Benefits,15588.14
ASI,Asia,Sales,Sales-05,Sales-Exec,200000,Contractors,82968.47
ASI,Asia,Sales,Sales-05,Sales-Exec,400000,Travel-Trips,121.2
ASI,Asia,Sales,Sales-05,Sales-Exec,400001,Travel-Hotels,340.02
ASI,Asia,Sales,Sales-05,Sales-Exec,500000,Professional-Services-Consultants,21636.32
ASI,Asia,Sales,Sales-05,Sales-Exec,600000,Legal-Consultants,11012.38
ASI,Asia,Sales,Sales-05,Sales-Exec,600001,Legal-Corporate Fees,20623.15
ASI,Asia,Sales,Sales-05,Sales-Exec,600002,Legal-Employment Fees,19242.83
ASI,Asia,Sales,Sales-05,Sales-Exec,700000,IT-Application-On-Premise,9474.81
ASI,Asia,Sales,Sales-05,Sales-Exec,700001,IT-Application-Subscription,7725.18
ASI,Asia,Sales,Sales-05,Sales-Exec,700002,IT-Infrastructure,5757.31
ASI,Asia,Sales,Sales-05,Sales-Exec,700003,IT-Consultant-System Implementation,5012.32
ASI,Asia,Sales,Sales-05,Sales-Exec,800000,Facilities-Offices,7958.44
ASI,Asia,Sales,Sales-05,Sales-Exec,800001,Facilities-Supplies,7263.82
ASI,Asia,Sales,Sales-05,Sales-Exec,800002,Facilities-Supplies,9620.62
ASI,Asia,Marketing,Marketing-01,Marketing-Events,100000,Salary,68637.04
ASI,Asia,Marketing,Marketing-01,Marketing-Events,100001,Benefits,17845.63
ASI,Asia,Marketing,Marketing-01,Marketing-Events,200000,Contractors,93662.1
ASI,Asia,Marketing,Marketing-01,Marketing-Events,400000,Travel-Trips,799.47
ASI,Asia,Marketing,Marketing-01,Marketing-Events,400001,Travel-Hotels,997.6
ASI,Asia,Marketing,Marketing-01,Marketing-Events,500000,Professional-Services-Consultants,2948.46
ASI,Asia,Marketing,Marketing-01,Marketing-Events,600000,Legal-Consultants,32610.19
ASI,Asia,Marketing,Marketing-01,Marketing-Events,600001,Legal-Corporate Fees,34949.09
ASI,Asia,Marketing,Marketing-01,Marketing-Events,600002,Legal-Employment Fees,19065.07
ASI,Asia,Marketing,Marketing-01,Marketing-Events,700000,IT-Application-On-Premise,4609.2
ASI,Asia,Marketing,Marketing-01,Marketing-Events,700001,IT-Application-Subscription,7556.7
ASI,Asia,Marketing,Marketing-01,Marketing-Events,700002,IT-Infrastructure,5253.67
ASI,Asia,Marketing,Marketing-01,Marketing-Events,700003,IT-Consultant-System Implementation,9244.76
ASI,Asia,Marketing,Marketing-01,Marketing-Events,800000,Facilities-Offices,588.52
ASI,Asia,Marketing,Marketing-01,Marketing-Events,800001,Facilities-Supplies,3901.69
ASI,Asia,Marketing,Marketing-01,Marketing-Events,800002,Facilities-Supplies,4786.46
ASI,Asia,Marketing,Marketing-02,Marketing-Research,100000,Salary,47233.12
ASI,Asia,Marketing,Marketing-02,Marketing-Research,100001,Benefits,12280.61
ASI,Asia,Marketing,Marketing-02,Marketing-Research,200000,Contractors,87579.1
ASI,Asia,Marketing,Marketing-02,Marketing-Research,400000,Travel-Trips,25.9
ASI,Asia,Marketing,Marketing-02,Marketing-Research,400001,Travel-Hotels,241.25
ASI,Asia,Marketing,Marketing-02,Marketing-Research,500000,Professional-Services-Consultants,1168.7
ASI,Asia,Marketing,Marketing-02,Marketing-Research,600000,Legal-Consultants,40699.74
ASI,Asia,Marketing,Marketing-02,Marketing-Research,600001,Legal-Corporate Fees,33584.58
ASI,Asia,Marketing,Marketing-02,Marketing-Research,600002,Legal-Employment Fees,20416.66
ASI,Asia,Marketing,Marketing-02,Marketing-Research,700000,IT-Application-On-Premise,8591.56
ASI,Asia,Marketing,Marketing-02,Marketing-Research,700001,IT-Application-Subscription,7696.14
ASI,Asia,Marketing,Marketing-02,Marketing-Research,700002,IT-Infrastructure,6862.74
ASI,Asia,Marketing,Marketing-02,Marketing-Research,700003,IT-Consultant-System Implementation,4968.85
ASI,Asia,Marketing,Marketing-02,Marketing-Research,800000,Facilities-Offices,8901.62
ASI,Asia,Marketing,Marketing-02,Marketing-Research,800001,Facilities-Supplies,5713.17
ASI,Asia,Marketing,Marketing-02,Marketing-Research,800002,Facilities-Supplies,4524.55
ASI,Asia,Marketing,Marketing-03,Marketing-PR,100000,Salary,4979.99
ASI,Asia,Marketing,Marketing-03,Marketing-PR,100001,Benefits,1294.8
ASI,Asia,Marketing,Marketing-03,Marketing-PR,200000,Contractors,20942.12
ASI,Asia,Marketing,Marketing-03,Marketing-PR,400000,Travel-Trips,887.87
ASI,Asia,Marketing,Marketing-03,Marketing-PR,400001,Travel-Hotels,127.27
ASI,Asia,Marketing,Marketing-03,Marketing-PR,500000,Professional-Services-Consultants,36511.56
ASI,Asia,Marketing,Marketing-03,Marketing-PR,600000,Legal-Consultants,44678.28
ASI,Asia,Marketing,Marketing-03,Marketing-PR,600001,Legal-Corporate Fees,33930.23
ASI,Asia,Marketing,Marketing-03,Marketing-PR,600002,Legal-Employment Fees,37362.16
ASI,Asia,Marketing,Marketing-03,Marketing-PR,700000,IT-Application-On-Premise,9636.24
ASI,Asia,Marketing,Marketing-03,Marketing-PR,700001,IT-Application-Subscription,3683.68
ASI,Asia,Marketing,Marketing-03,Marketing-PR,700002,IT-Infrastructure,9462.48
ASI,Asia,Marketing,Marketing-03,Marketing-PR,700003,IT-Consultant-System Implementation,2238.06
ASI,Asia,Marketing,Marketing-03,Marketing-PR,800000,Facilities-Offices,3447.76
ASI,Asia,Marketing,Marketing-03,Marketing-PR,800001,Facilities-Supplies,2071.83
ASI,Asia,Marketing,Marketing-03,Marketing-PR,800002,Facilities-Supplies,33.03
ASI,Asia,Product-Mgmt,Product-Mgmt-01,Product-Management,100000,Salary,90056.46
ASI,Asia,Product-Mgmt,Product-Mgmt-01,Product-Management,100001,Benefits,23414.68
ASI,Asia,Product-Mgmt,Product-Mgmt-01,Product-Management,200000,Contractors,18737.71
ASI,Asia,Product-Mgmt,Product-Mgmt-01,Product-Management,400000,Travel-Trips,9.1
ASI,Asia,Product-Mgmt,Product-Mgmt-01,Product-Management,400001,Travel-Hotels,225.03
ASI,Asia,Product-Mgmt,Product-Mgmt-01,Product-Management,500000,Professional-Services-Consultants,6373.42
ASI,Asia,Product-Mgmt,Product-Mgmt-01,Product-Management,600000,Legal-Consultants,13852.23
ASI,Asia,Product-Mgmt,Product-Mgmt-01,Product-Management,600001,Legal-Corporate Fees,36260.89
ASI,Asia,Product-Mgmt,Product-Mgmt-01,Product-Management,600002,Legal-Employment Fees,27231.49
ASI,Asia,Product-Mgmt,Product-Mgmt-01,Product-Management,700000,IT-Application-On-Premise,1328.62
ASI,Asia,Product-Mgmt,Product-Mgmt-01,Product-Management,700001,IT-Application-Subscription,3345.74
ASI,Asia,Product-Mgmt,Product-Mgmt-01,Product-Management,700002,IT-Infrastructure,8483.23
ASI,Asia,Product-Mgmt,Product-Mgmt-01,Product-Management,700003,IT-Consultant-System Implementation,9991.29
ASI,Asia,Product-Mgmt,Product-Mgmt-01,Product-Management,800000,Facilities-Offices,7649.79
ASI,Asia,Product-Mgmt,Product-Mgmt-01,Product-Management,800001,Facilities-Supplies,937.55
ASI,Asia,Product-Mgmt,Product-Mgmt-01,Product-Management,800002,Facilities-Supplies,4836.07
ASI,Asia,R&D,R&D-01,R&D-Infrastructure Developmet,100000,Salary,51424.47
ASI,Asia,R&D,R&D-01,R&D-Infrastructure Developmet,100001,Benefits,13370.36
ASI,Asia,R&D,R&D-01,R&D-Infrastructure Developmet,200000,Contractors,75097.37
ASI,Asia,R&D,R&D-01,R&D-Infrastructure Developmet,400000,Travel-Trips,510.82
ASI,Asia,R&D,R&D-01,R&D-Infrastructure Developmet,400001,Travel-Hotels,108.68
ASI,Asia,R&D,R&D-01,R&D-Infrastructure Developmet,500000,Professional-Services-Consultants,17487.59
ASI,Asia,R&D,R&D-01,R&D-Infrastructure Developmet,600000,Legal-Consultants,9858.62
ASI,Asia,R&D,R&D-01,R&D-Infrastructure Developmet,600001,Legal-Corporate Fees,40567.94
ASI,Asia,R&D,R&D-01,R&D-Infrastructure Developmet,600002,Legal-Employment Fees,15397.21
ASI,Asia,R&D,R&D-01,R&D-Infrastructure Developmet,700000,IT-Application-On-Premise,7806.68
ASI,Asia,R&D,R&D-01,R&D-Infrastructure Developmet,700001,IT-Application-Subscription,4547.6
ASI,Asia,R&D,R&D-01,R&D-Infrastructure Developmet,700002,IT-Infrastructure,6367.06
ASI,Asia,R&D,R&D-01,R&D-Infrastructure Developmet,700003,IT-Consultant-System Implementation,5917.54
ASI,Asia,R&D,R&D-01,R&D-Infrastructure Developmet,800000,Facilities-Offices,5200.17
ASI,Asia,R&D,R&D-01,R&D-Infrastructure Developmet,800001,Facilities-Supplies,5582.75
ASI,Asia,R&D,R&D-01,R&D-Infrastructure Developmet,800002,Facilities-Supplies,6032.65
ASI,Asia,R&D,R&D-02,R&D-Applications Development,100000,Salary,40519.77
ASI,Asia,R&D,R&D-02,R&D-Applications Development,100001,Benefits,10535.14
ASI,Asia,R&D,R&D-02,R&D-Applications Development,200000,Contractors,99039.04
ASI,Asia,R&D,R&D-02,R&D-Applications Development,400000,Travel-Trips,201.56
ASI,Asia,R&D,R&D-02,R&D-Applications Development,400001,Travel-Hotels,240.67
ASI,Asia,R&D,R&D-02,R&D-Applications Development,500000,Professional-Services-Consultants,15394.39
ASI,Asia,R&D,R&D-02,R&D-Applications Development,600000,Legal-Consultants,20550.94
ASI,Asia,R&D,R&D-02,R&D-Applications Development,600001,Legal-Corporate Fees,41307.57
ASI,Asia,R&D,R&D-02,R&D-Applications Development,600002,Legal-Employment Fees,10257.49
ASI,Asia,R&D,R&D-02,R&D-Applications Development,700000,IT-Application-On-Premise,2313.63
ASI,Asia,R&D,R&D-02,R&D-Applications Development,700001,IT-Application-Subscription,7306.86
ASI,Asia,R&D,R&D-02,R&D-Applications Development,700002,IT-Infrastructure,3282.48
ASI,Asia,R&D,R&D-02,R&D-Applications Development,700003,IT-Consultant-System Implementation,9970.51
ASI,Asia,R&D,R&D-02,R&D-Applications Development,800000,Facilities-Offices,9655.46
ASI,Asia,R&D,R&D-02,R&D-Applications Development,800001,Facilities-Supplies,3396.49
ASI,Asia,R&D,R&D-02,R&D-Applications Development,800002,Facilities-Supplies,6284.33
ASI,Asia,R&D,R&D-03,R&D-Research,100000,Salary,5929.22
ASI,Asia,R&D,R&D-03,R&D-Research,100001,Benefits,1541.6
ASI,Asia,R&D,R&D-03,R&D-Research,200000,Contractors,58479.94
ASI,Asia,R&D,R&D-03,R&D-Research,400000,Travel-Trips,950.24
ASI,Asia,R&D,R&D-03,R&D-Research,400001,Travel-Hotels,842.72
ASI,Asia,R&D,R&D-03,R&D-Research,500000,Professional-Services-Consultants,3362.58
ASI,Asia,R&D,R&D-03,R&D-Research,600000,Legal-Consultants,38345.04
ASI,Asia,R&D,R&D-03,R&D-Research,600001,Legal-Corporate Fees,21945.77
ASI,Asia,R&D,R&D-03,R&D-Research,600002,Legal-Employment Fees,13444.01
ASI,Asia,R&D,R&D-03,R&D-Research,700000,IT-Application-On-Premise,5098.45
ASI,Asia,R&D,R&D-03,R&D-Research,700001,IT-Application-Subscription,3333
ASI,Asia,R&D,R&D-03,R&D-Research,700002,IT-Infrastructure,8556.25
ASI,Asia,R&D,R&D-03,R&D-Research,700003,IT-Consultant-System Implementation,1896.2
ASI,Asia,R&D,R&D-03,R&D-Research,800000,Facilities-Offices,6197.01
ASI,Asia,R&D,R&D-03,R&D-Research,800001,Facilities-Supplies,1325.53
ASI,Asia,R&D,R&D-03,R&D-Research,800002,Facilities-Supplies,9332
ASI,Asia,R&D,R&D-04,R&D-Parternerships,100000,Salary,20975.6
ASI,Asia,R&D,R&D-04,R&D-Parternerships,100001,Benefits,5453.66
ASI,Asia,R&D,R&D-04,R&D-Parternerships,200000,Contractors,96590.66
ASI,Asia,R&D,R&D-04,R&D-Parternerships,400000,Travel-Trips,514.34
ASI,Asia,R&D,R&D-04,R&D-Parternerships,400001,Travel-Hotels,331.81
ASI,Asia,R&D,R&D-04,R&D-Parternerships,500000,Professional-Services-Consultants,29005.98
ASI,Asia,R&D,R&D-04,R&D-Parternerships,600000,Legal-Consultants,12555.98
ASI,Asia,R&D,R&D-04,R&D-Parternerships,600001,Legal-Corporate Fees,7380.81
ASI,Asia,R&D,R&D-04,R&D-Parternerships,600002,Legal-Employment Fees,12342.14
ASI,Asia,R&D,R&D-04,R&D-Parternerships,700000,IT-Application-On-Premise,9286.68
ASI,Asia,R&D,R&D-04,R&D-Parternerships,700001,IT-Application-Subscription,8200.56
ASI,Asia,R&D,R&D-04,R&D-Parternerships,700002,IT-Infrastructure,9340.43
ASI,Asia,R&D,R&D-04,R&D-Parternerships,700003,IT-Consultant-System Implementation,9019.21
ASI,Asia,R&D,R&D-04,R&D-Parternerships,800000,Facilities-Offices,7086.49
ASI,Asia,R&D,R&D-04,R&D-Parternerships,800001,Facilities-Supplies,4078.68
ASI,Asia,R&D,R&D-04,R&D-Parternerships,800002,Facilities-Supplies,576.05
ASI,Asia,FIN,FIN-01,Finance,100000,Salary,82384.9
ASI,Asia,FIN,FIN-01,Finance,100001,Benefits,21420.07
ASI,Asia,FIN,FIN-01,Finance,200000,Contractors,5139.09
ASI,Asia,FIN,FIN-01,Finance,400000,Travel-Trips,385.97
ASI,Asia,FIN,FIN-01,Finance,400001,Travel-Hotels,634.06
ASI,Asia,FIN,FIN-01,Finance,500000,Professional-Services-Consultants,19897.24
ASI,Asia,FIN,FIN-01,Finance,600000,Legal-Consultants,8153.72
ASI,Asia,FIN,FIN-01,Finance,600001,Legal-Corporate Fees,44891.63
ASI,Asia,FIN,FIN-01,Finance,600002,Legal-Employment Fees,38478.7
ASI,Asia,FIN,FIN-01,Finance,700000,IT-Application-On-Premise,6229.27
ASI,Asia,FIN,FIN-01,Finance,700001,IT-Application-Subscription,3123.19
ASI,Asia,FIN,FIN-01,Finance,700002,IT-Infrastructure,8214.5
ASI,Asia,FIN,FIN-01,Finance,700003,IT-Consultant-System Implementation,665.36
ASI,Asia,FIN,FIN-01,Finance,800000,Facilities-Offices,8464.96
ASI,Asia,FIN,FIN-01,Finance,800001,Facilities-Supplies,6702.03
ASI,Asia,FIN,FIN-01,Finance,800002,Facilities-Supplies,1154.39
ASI,Asia,ACC,ACC-01,Accounting,100000,Salary,72599.76
ASI,Asia,ACC,ACC-01,Accounting,100001,Benefits,18875.94
ASI,Asia,ACC,ACC-01,Accounting,200000,Contractors,37283.11
ASI,Asia,ACC,ACC-01,Accounting,400000,Travel-Trips,283.11
ASI,Asia,ACC,ACC-01,Accounting,400001,Travel-Hotels,794.79
ASI,Asia,ACC,ACC-01,Accounting,500000,Professional-Services-Consultants,23008.48
ASI,Asia,ACC,ACC-01,Accounting,600000,Legal-Consultants,10784.77
ASI,Asia,ACC,ACC-01,Accounting,600001,Legal-Corporate Fees,10.93
ASI,Asia,ACC,ACC-01,Accounting,600002,Legal-Employment Fees,24073.56
ASI,Asia,ACC,ACC-01,Accounting,700000,IT-Application-On-Premise,2129.64
ASI,Asia,ACC,ACC-01,Accounting,700001,IT-Application-Subscription,8020.15
ASI,Asia,ACC,ACC-01,Accounting,700002,IT-Infrastructure,9347.79
ASI,Asia,ACC,ACC-01,Accounting,700003,IT-Consultant-System Implementation,3814.57
ASI,Asia,ACC,ACC-01,Accounting,800000,Facilities-Offices,5942.25
ASI,Asia,ACC,ACC-01,Accounting,800001,Facilities-Supplies,4481.31
ASI,Asia,ACC,ACC-01,Accounting,800002,Facilities-Supplies,1355.55
ASI,Asia,IT,IT-01,IT,100000,Salary,99702.11
ASI,Asia,IT,IT-01,IT,100001,Benefits,25922.55
ASI,Asia,IT,IT-01,IT,200000,Contractors,14642.51
ASI,Asia,IT,IT-01,IT,400000,Travel-Trips,208.61
ASI,Asia,IT,IT-01,IT,400001,Travel-Hotels,562.84
ASI,Asia,IT,IT-01,IT,500000,Professional-Services-Consultants,39706.62
ASI,Asia,IT,IT-01,IT,600000,Legal-Consultants,16129.12
ASI,Asia,IT,IT-01,IT,600001,Legal-Corporate Fees,39959.59
ASI,Asia,IT,IT-01,IT,600002,Legal-Employment Fees,1510.63
ASI,Asia,IT,IT-01,IT,700000,IT-Application-On-Premise,8013.89
ASI,Asia,IT,IT-01,IT,700001,IT-Application-Subscription,2718.61
ASI,Asia,IT,IT-01,IT,700002,IT-Infrastructure,874.32
ASI,Asia,IT,IT-01,IT,700003,IT-Consultant-System Implementation,5033.3
ASI,Asia,IT,IT-01,IT,800000,Facilities-Offices,6814.78
ASI,Asia,IT,IT-01,IT,800001,Facilities-Supplies,1922.68
ASI,Asia,IT,IT-01,IT,800002,Facilities-Supplies,8298.93
ASI,Asia,PS,PS-01,PS,100000,Salary,56883.07
