Legal_Entity,Legal_Entity_Name,Function,CostCenter,CostCenter_Name,Account,Account_Name,Amount,Origin
AME,Americas,IT,IT-01,IT,400000,Travel-Trips,798.23,Auto
AME,Americas,IT,IT-01,IT,400001,Travel-Hotels,734.64,Auto
AME,Americas,IT,IT-01,IT,500000,Professional-Services-Consultants,24119.33,Auto
AME,Americas,IT,IT-01,IT,600000,Legal-Consultants,37721.64,Auto
AME,Americas,IT,IT-01,IT,600001,Legal-Corporate Fees,12279.56,Auto
AME,Americas,IT,IT-01,IT,600002,Legal-Employment Fees,38787.13,Auto
AME,Americas,IT,IT-01,IT,700000,IT-Application-On-Premise,9952.73,Auto
AME,Americas,IT,IT-01,IT,700001,IT-Application-Subscription,8458.67,Auto
AME,Americas,IT,IT-01,IT,700002,IT-Infrastructure,9841.48,Auto
AME,Americas,IT,IT-01,IT,700003,IT-Consultant-System Implementation,6257.28,Auto
AME,Americas,IT,IT-01,IT,800000,Facilities-Offices,2966.36,Auto
AME,Americas,IT,IT-01,IT,800001,Facilities-Supplies,8877.31,Auto
AME,Americas,IT,IT-01,IT,800002,Facilities-Supplies,6001.12,Auto
AME,Americas,PS,PS-01,PS,100000,Salary,24564.81,Auto
AME,Americas,PS,PS-01,PS,100001,Benefits,6386.85,Auto
AME,Americas,PS,PS-01,PS,200000,Contractors,68171.78,Auto
AME,Americas,PS,PS-01,PS,400000,Travel-Trips,484.24,Auto
AME,Americas,PS,PS-01,PS,400001,Travel-Hotels,444.79,Auto
AME,Americas,PS,PS-01,PS,500000,Professional-Services-Consultants,6638.53,Auto
AME,Americas,PS,PS-01,PS,600000,Legal-Consultants,44868.7,Auto
AME,Americas,PS,PS-01,PS,600001,Legal-Corporate Fees,18619.19,Auto
AME,Americas,PS,PS-01,PS,600002,Legal-Employment Fees,29844.31,Auto
AME,Americas,PS,PS-01,PS,700000,IT-Application-On-Premise,3246.57,Auto
AME,Americas,PS,PS-01,PS,700001,IT-Application-Subscription,2503.73,Auto
AME,Americas,PS,PS-01,PS,700002,IT-Infrastructure,4739.36,Auto
AME,Americas,PS,PS-01,PS,700003,IT-Consultant-System Implementation,7814.77,Auto
AME,Americas,PS,PS-01,PS,800000,Facilities-Offices,1832.77,Auto
AME,Americas,PS,PS-01,PS,800001,Facilities-Supplies,2522.58,Auto
AME,Americas,PS,PS-01,PS,800002,Facilities-Supplies,305.09,Auto
AME,Americas,IS,IS-01,IS,100000,Salary,77265.53,Auto
AME,Americas,IS,IS-01,IS,100001,Benefits,20089.04,Auto
AME,Americas,IS,IS-01,IS,200000,Contractors,60258.64,Auto
AME,Americas,IS,IS-01,IS,400000,Travel-Trips,142.54,Auto
AME,Americas,IS,IS-01,IS,400001,Travel-Hotels,958.99,Auto
AME,Americas,IS,IS-01,IS,500000,Professional-Services-Consultants,28416.04,Auto
AME,Americas,IS,IS-01,IS,600000,Legal-Consultants,33170.6,Auto
AME,Americas,IS,IS-01,IS,600001,Legal-Corporate Fees,30976.45,Auto
AME,Americas,IS,IS-01,IS,600002,Legal-Employment Fees,31491.75,Auto
AME,Americas,IS,IS-01,IS,700000,IT-Application-On-Premise,1779.34,Auto
AME,Americas,IS,IS-01,IS,700001,IT-Application-Subscription,4326.76,Auto
AME,Americas,IS,IS-01,IS,700002,IT-Infrastructure,7897.4,Auto
AME,Americas,IS,IS-01,IS,700003,IT-Consultant-System Implementation,3703.01,Auto
AME,Americas,IS,IS-01,IS,800000,Facilities-Offices,3114.45,Auto
AME,Americas,IS,IS-01,IS,800001,Facilities-Supplies,1873.72,Auto
AME,Americas,IS,IS-01,IS,800002,Facilities-Supplies,7450.96,Auto
AME,Americas,Exec-Office,Exec-Office-01,Exec-Office,100000,Salary,76812.39,Auto
AME,Americas,Exec-Office,Exec-Office-01,Exec-Office,100001,Benefits,19971.22,Auto
AME,Americas,Exec-Office,Exec-Office-01,Exec-Office,200000,Contractors,74104.95,Auto
AME,Americas,Exec-Office,Exec-Office-01,Exec-Office,400000,Travel-Trips,761.28,Auto
AME,Americas,Exec-Office,Exec-Office-01,Exec-Office,400001,Travel-Hotels,122.61,Auto
AME,Americas,Exec-Office,Exec-Office-01,Exec-Office,500000,Professional-Services-Consultants,1360.69,Auto
AME,Americas,Exec-Office,Exec-Office-01,Exec-Office,600000,Legal-Consultants,5284.04,Auto
AME,Americas,Exec-Office,Exec-Office-01,Exec-Office,600001,Legal-Corporate Fees,42691.68,Auto
AME,Americas,Exec-Office,Exec-Office-01,Exec-Office,600002,Legal-Employment Fees,33872.87,Auto
AME,Americas,Exec-Office,Exec-Office-01,Exec-Office,700000,IT-Application-On-Premise,7909.45,Auto
AME,Americas,Exec-Office,Exec-Office-01,Exec-Office,700001,IT-Application-Subscription,5468.01,Auto
AME,Americas,Exec-Office,Exec-Office-01,Exec-Office,700002,IT-Infrastructure,4964.49,Auto
AME,Americas,Exec-Office,Exec-Office-01,Exec-Office,700003,IT-Consultant-System Implementation,2914.36,Auto
AME,Americas,Exec-Office,Exec-Office-01,Exec-Office,800000,Facilities-Offices,6056.19,Auto
AME,Americas,Exec-Office,Exec-Office-01,Exec-Office,800001,Facilities-Supplies,1667.45,Auto
AME,Americas,Exec-Office,Exec-Office-01,Exec-Office,800002,Facilities-Supplies,2216.16,Auto
AME,Americas,LEG,LEG-01,Legal,100000,Salary,3200.92,Auto
AME,Americas,LEG,LEG-01,Legal,100001,Benefits,832.24,Auto
AME,Americas,LEG,LEG-01,Legal,200000,Contractors,22006.67,Auto
AME,Americas,LEG,LEG-01,Legal,400000,Travel-Trips,777.45,Auto
AME,Americas,LEG,LEG-01,Legal,400001,Travel-Hotels,599.48,Auto
AME,Americas,LEG,LEG-01,Legal,500000,Professional-Services-Consultants,36119.75,Auto
AME,Americas,LEG,LEG-01,Legal,600000,Legal-Consultants,24932.2,Auto
AME,Americas,LEG,LEG-01,Legal,600001,Legal-Corporate Fees,30527.82,Auto
AME,Americas,LEG,LEG-01,Legal,600002,Legal-Employment Fees,36791.48,Auto
AME,Americas,LEG,LEG-01,Legal,700000,IT-Application-On-Premise,8133.79,Auto
AME,Americas,LEG,LEG-01,Legal,700001,IT-Application-Subscription,9167.77,Auto
AME,Americas,LEG,LEG-01,Legal,700002,IT-Infrastructure,8228.52,Auto
AME,Americas,LEG,LEG-01,Legal,700003,IT-Consultant-System Implementation,6785.52,Auto
AME,Americas,LEG,LEG-01,Legal,800000,Facilities-Offices,3600.78,Auto
AME,Americas,LEG,LEG-01,Legal,800001,Facilities-Supplies,5586.42,Auto
AME,Americas,LEG,LEG-01,Legal,800002,Facilities-Supplies,8912.44,Auto
AME,Americas,TAX,TAX-01,Tax,100000,Salary,20772.76,Auto
AME,Americas,TAX,TAX-01,Tax,100001,Benefits,5400.92,Auto
AME,Americas,TAX,TAX-01,Tax,200000,Contractors,62961.8,Auto
AME,Americas,TAX,TAX-01,Tax,400000,Travel-Trips,581.52,Auto
AME,Americas,TAX,TAX-01,Tax,400001,Travel-Hotels,825.6,Auto
AME,Americas,TAX,TAX-01,Tax,500000,Professional-Services-Consultants,17220.3,Auto
AME,Americas,TAX,TAX-01,Tax,600000,Legal-Consultants,5292.66,Auto
AME,Americas,TAX,TAX-01,Tax,600001,Legal-Corporate Fees,16670.13,Auto
AME,Americas,TAX,TAX-01,Tax,600002,Legal-Employment Fees,37100.27,Auto
AME,Americas,TAX,TAX-01,Tax,700000,IT-Application-On-Premise,8932.43,Auto
AME,Americas,TAX,TAX-01,Tax,700001,IT-Application-Subscription,4352.52,Auto
AME,Americas,TAX,TAX-01,Tax,700002,IT-Infrastructure,7309.42,Auto
AME,Americas,TAX,TAX-01,Tax,700003,IT-Consultant-System Implementation,6616.51,Auto
AME,Americas,TAX,TAX-01,Tax,800000,Facilities-Offices,9481.84,Auto
AME,Americas,TAX,TAX-01,Tax,800001,Facilities-Supplies,1340.18,Auto
AME,Americas,TAX,TAX-01,Tax,800002,Facilities-Supplies,6620.76,Auto
ASI,Asia,Sales,Sales-01,Sales-Direct,100000,Salary,54931.72,Auto
ASI,Asia,Sales,Sales-01,Sales-Direct,100001,Benefits,14282.25,Auto
ASI,Asia,Sales,Sales-01,Sales-Direct,200000,Contractors,23035.12,Auto
ASI,Asia,Sales,Sales-01,Sales-Direct,400000,Travel-Trips,254.86,Auto
ASI,Asia,Sales,Sales-01,Sales-Direct,400001,Travel-Hotels,652.5,Auto
ASI,Asia,Sales,Sales-01,Sales-Direct,500000,Professional-Services-Consultants,29058.1,Auto
ASI,Asia,Sales,Sales-01,Sales-Direct,600000,Legal-Consultants,6726.86,Auto
ASI,Asia,Sales,Sales-01,Sales-Direct,600001,Legal-Corporate Fees,5414.32,Auto
ASI,Asia,Sales,Sales-01,Sales-Direct,600002,Legal-Employment Fees,33999.31,Auto
ASI,Asia,Sales,Sales-01,Sales-Direct,700000,IT-Application-On-Premise,9613.82,Auto
ASI,Asia,Sales,Sales-01,Sales-Direct,700001,IT-Application-Subscription,3570.05,Auto
ASI,Asia,Sales,Sales-01,Sales-Direct,700002,IT-Infrastructure,5751.18,Auto
ASI,Asia,Sales,Sales-01,Sales-Direct,700003,IT-Consultant-System Implementation,2139.93,Auto
ASI,Asia,Sales,Sales-01,Sales-Direct,800000,Facilities-Offices,5871.5,Auto
ASI,Asia,Sales,Sales-01,Sales-Direct,800001,Facilities-Supplies,181.63,Auto
ASI,Asia,Sales,Sales-01,Sales-Direct,800002,Facilities-Supplies,4816.23,Auto
ASI,Asia,Sales,Sales-02,Sales-Partners,100000,Salary,22612.11,Auto
ASI,Asia,Sales,Sales-02,Sales-Partners,100001,Benefits,5879.15,Auto
ASI,Asia,Sales,Sales-02,Sales-Partners,200000,Contractors,12931.95,Auto
ASI,Asia,Sales,Sales-02,Sales-Partners,400000,Travel-Trips,674.8,Auto
ASI,Asia,Sales,Sales-02,Sales-Partners,400001,Travel-Hotels,348.93,Auto
ASI,Asia,Sales,Sales-02,Sales-Partners,500000,Professional-Services-Consultants,18362.15,Auto
ASI,Asia,Sales,Sales-02,Sales-Partners,600000,Legal-Consultants,44658.85,Auto
ASI,Asia,Sales,Sales-02,Sales-Partners,600001,Legal-Corporate Fees,35000.48,Auto
ASI,Asia,Sales,Sales-02,Sales-Partners,600002,Legal-Employment Fees,7005.77,Auto
ASI,Asia,Sales,Sales-02,Sales-Partners,700000,IT-Application-On-Premise,8360.48,Auto
ASI,Asia,Sales,Sales-02,Sales-Partners,700001,IT-Application-Subscription,3933.15,Auto
ASI,Asia,Sales,Sales-02,Sales-Partners,700002,IT-Infrastructure,6690.84,Auto
ASI,Asia,Sales,Sales-02,Sales-Partners,700003,IT-Consultant-System Implementation,1691.29,Auto
ASI,Asia,Sales,Sales-02,Sales-Partners,800000,Facilities-Offices,2992.36,Auto
ASI,Asia,Sales,Sales-02,Sales-Partners,800001,Facilities-Supplies,9155.91,Auto
ASI,Asia,Sales,Sales-02,Sales-Partners,800002,Facilities-Supplies,6490.4,Auto
ASI,Asia,Sales,Sales-03,Sales-Online,100000,Salary,28358.44,Auto
ASI,Asia,Sales,Sales-03,Sales-Online,100001,Benefits,7373.19,Auto
ASI,Asia,Sales,Sales-03,Sales-Online,200000,Contractors,54132.08,Auto
ASI,Asia,Sales,Sales-03,Sales-Online,400000,Travel-Trips,549.02,Auto
ASI,Asia,Sales,Sales-03,Sales-Online,400001,Travel-Hotels,286.84,Auto
ASI,Asia,Sales,Sales-03,Sales-Online,500000,Professional-Services-Consultants,16785.77,Auto
ASI,Asia,Sales,Sales-03,Sales-Online,600000,Legal-Consultants,38218.7,Auto
ASI,Asia,Sales,Sales-03,Sales-Online,600001,Legal-Corporate Fees,28643.82,Auto
ASI,Asia,Sales,Sales-03,Sales-Online,600002,Legal-Employment Fees,14364.32,Auto
ASI,Asia,Sales,Sales-03,Sales-Online,700000,IT-Application-On-Premise,6450.4,Auto
ASI,Asia,Sales,Sales-03,Sales-Online,700001,IT-Application-Subscription,6815.71,Auto
ASI,Asia,Sales,Sales-03,Sales-Online,700002,IT-Infrastructure,8941.66,Auto
ASI,Asia,Sales,Sales-03,Sales-Online,700003,IT-Consultant-System Implementation,3850.04,Auto
ASI,Asia,Sales,Sales-03,Sales-Online,800000,Facilities-Offices,809.11,Auto
ASI,Asia,Sales,Sales-03,Sales-Online,800001,Facilities-Supplies,7711.3,Auto
ASI,Asia,Sales,Sales-03,Sales-Online,800002,Facilities-Supplies,2415.74,Auto
ASI,Asia,Sales,Sales-04,Sales-Ops,100000,Salary,30776.42,Auto
ASI,Asia,Sales,Sales-04,Sales-Ops,100001,Benefits,8001.87,Auto
ASI,Asia,Sales,Sales-04,Sales-Ops,200000,Contractors,96455.49,Auto
ASI,Asia,Sales,Sales-04,Sales-Ops,400000,Travel-Trips,969.41,Auto
ASI,Asia,Sales,Sales-04,Sales-Ops,400001,Travel-Hotels,961.74,Auto
ASI,Asia,Sales,Sales-04,Sales-Ops,500000,Professional-Services-Consultants,26531.3,Auto
ASI,Asia,Sales,Sales-04,Sales-Ops,600000,Legal-Consultants,16279.67,Auto
ASI,Asia,Sales,Sales-04,Sales-Ops,600001,Legal-Corporate Fees,3787.76,Auto
ASI,Asia,Sales,Sales-04,Sales-Ops,600002,Legal-Employment Fees,10422.84,Auto
ASI,Asia,Sales,Sales-04,Sales-Ops,700000,IT-Application-On-Premise,1286.08,Auto
ASI,Asia,Sales,Sales-04,Sales-Ops,700001,IT-Application-Subscription,9059.93,Auto
ASI,Asia,Sales,Sales-04,Sales-Ops,700002,IT-Infrastructure,7572.39,Auto
ASI,Asia,Sales,Sales-04,Sales-Ops,700003,IT-Consultant-System Implementation,7730.84,Auto
ASI,Asia,Sales,Sales-04,Sales-Ops,800000,Facilities-Offices,3588.58,Auto
ASI,Asia,Sales,Sales-04,Sales-Ops,800001,Facilities-Supplies,4803.35,Auto
ASI,Asia,Sales,Sales-04,Sales-Ops,800002,Facilities-Supplies,2882.72,Auto
ASI,Asia,Sales,Sales-05,Sales-Exec,100000,Salary,59954.37,Auto
ASI,Asia,Sales,Sales-05,Sales-Exec,100001,Benefits,15588.14,Auto
ASI,Asia,Sales,Sales-05,Sales-Exec,200000,Contractors,82968.47,Auto
ASI,Asia,Sales,Sales-05,Sales-Exec,400000,Travel-Trips,121.2,Auto
ASI,Asia,Sales,Sales-05,Sales-Exec,400001,Travel-Hotels,340.02,Auto
ASI,Asia,Sales,Sales-05,Sales-Exec,500000,Professional-Services-Consultants,21636.32,Auto
ASI,Asia,Sales,Sales-05,Sales-Exec,600000,Legal-Consultants,11012.38,Auto
ASI,Asia,Sales,Sales-05,Sales-Exec,600001,Legal-Corporate Fees,20623.15,Auto
ASI,Asia,Sales,Sales-05,Sales-Exec,600002,Legal-Employment Fees,19242.83,Auto
ASI,Asia,Sales,Sales-05,Sales-Exec,700000,IT-Application-On-Premise,9474.81,Auto
ASI,Asia,Sales,Sales-05,Sales-Exec,700001,IT-Application-Subscription,7725.18,Auto
ASI,Asia,Sales,Sales-05,Sales-Exec,700002,IT-Infrastructure,5757.31,Auto
ASI,Asia,Sales,Sales-05,Sales-Exec,700003,IT-Consultant-System Implementation,5012.32,Auto
ASI,Asia,Sales,Sales-05,Sales-Exec,800000,Facilities-Offices,7958.44,Auto
ASI,Asia,Sales,Sales-05,Sales-Exec,800001,Facilities-Supplies,7263.82,Auto
ASI,Asia,Sales,Sales-05,Sales-Exec,800002,Facilities-Supplies,9620.62,Auto
ASI,Asia,Marketing,Marketing-01,Marketing-Events,100000,Salary,68637.04,Auto
ASI,Asia,Marketing,Marketing-01,Marketing-Events,100001,Benefits,17845.63,Auto
ASI,Asia,Marketing,Marketing-01,Marketing-Events,200000,Contractors,93662.1,Auto
ASI,Asia,Marketing,Marketing-01,Marketing-Events,400000,Travel-Trips,799.47,Auto
ASI,Asia,Marketing,Marketing-01,Marketing-Events,400001,Travel-Hotels,997.6,Auto
ASI,Asia,Marketing,Marketing-01,Marketing-Events,500000,Professional-Services-Consultants,2948.46,Auto
ASI,Asia,Marketing,Marketing-01,Marketing-Events,600000,Legal-Consultants,32610.19,Auto
ASI,Asia,Marketing,Marketing-01,Marketing-Events,600001,Legal-Corporate Fees,34949.09,Auto
ASI,Asia,Marketing,Marketing-01,Marketing-Events,600002,Legal-Employment Fees,19065.07,Auto
ASI,Asia,Marketing,Marketing-01,Marketing-Events,700000,IT-Application-On-Premise,4609.2,Auto
ASI,Asia,Marketing,Marketing-01,Marketing-Events,700001,IT-Application-Subscription,7556.7,Auto
ASI,Asia,Marketing,Marketing-01,Marketing-Events,700002,IT-Infrastructure,5253.67,Auto
ASI,Asia,Marketing,Marketing-01,Marketing-Events,700003,IT-Consultant-System Implementation,9244.76,Auto
ASI,Asia,Marketing,Marketing-01,Marketing-Events,800000,Facilities-Offices,588.52,Auto
ASI,Asia,Marketing,Marketing-01,Marketing-Events,800001,Facilities-Supplies,3901.69,Auto
ASI,Asia,Marketing,Marketing-01,Marketing-Events,800002,Facilities-Supplies,4786.46,Auto
ASI,Asia,Marketing,Marketing-02,Marketing-Research,100000,Salary,47233.12,Auto
ASI,Asia,Marketing,Marketing-02,Marketing-Research,100001,Benefits,12280.61,Auto
ASI,Asia,Marketing,Marketing-02,Marketing-Research,200000,Contractors,87579.1,Auto
ASI,Asia,Marketing,Marketing-02,Marketing-Research,400000,Travel-Trips,25.9,Auto
ASI,Asia,Marketing,Marketing-02,Marketing-Research,400001,Travel-Hotels,241.25,Auto
ASI,Asia,Marketing,Marketing-02,Marketing-Research,500000,Professional-Services-Consultants,1168.7,Auto
ASI,Asia,Marketing,Marketing-02,Marketing-Research,600000,Legal-Consultants,40699.74,Auto
ASI,Asia,Marketing,Marketing-02,Marketing-Research,600001,Legal-Corporate Fees,33584.58,Auto
ASI,Asia,Marketing,Marketing-02,Marketing-Research,600002,Legal-Employment Fees,20416.66,Auto
ASI,Asia,Marketing,Marketing-02,Marketing-Research,700000,IT-Application-On-Premise,8591.56,Auto
ASI,Asia,Marketing,Marketing-02,Marketing-Research,700001,IT-Application-Subscription,7696.14,Auto
ASI,Asia,Marketing,Marketing-02,Marketing-Research,700002,IT-Infrastructure,6862.74,Auto
ASI,Asia,Marketing,Marketing-02,Marketing-Research,700003,IT-Consultant-System Implementation,4968.85,Auto
ASI,Asia,Marketing,Marketing-02,Marketing-Research,800000,Facilities-Offices,8901.62,Auto
ASI,Asia,Marketing,Marketing-02,Marketing-Research,800001,Facilities-Supplies,5713.17,Auto
ASI,Asia,Marketing,Marketing-02,Marketing-Research,800002,Facilities-Supplies,4524.55,Auto
ASI,Asia,Marketing,Marketing-03,Marketing-PR,100000,Salary,4979.99,Auto
ASI,Asia,Marketing,Marketing-03,Marketing-PR,100001,Benefits,1294.8,Auto
ASI,Asia,Marketing,Marketing-03,Marketing-PR,200000,Contractors,20942.12,Auto
ASI,Asia,Marketing,Marketing-03,Marketing-PR,400000,Travel-Trips,887.87,Auto
ASI,Asia,Marketing,Marketing-03,Marketing-PR,400001,Travel-Hotels,127.27,Auto
ASI,Asia,Marketing,Marketing-03,Marketing-PR,500000,Professional-Services-Consultants,36511.56,Auto
ASI,Asia,Marketing,Marketing-03,Marketing-PR,600000,Legal-Consultants,44678.28,Auto
ASI,Asia,Marketing,Marketing-03,Marketing-PR,600001,Legal-Corporate Fees,33930.23,Auto
ASI,Asia,Marketing,Marketing-03,Marketing-PR,600002,Legal-Employment Fees,37362.16,Auto
ASI,Asia,Marketing,Marketing-03,Marketing-PR,700000,IT-Application-On-Premise,9636.24,Auto
ASI,Asia,Marketing,Marketing-03,Marketing-PR,700001,IT-Application-Subscription,3683.68,Auto
ASI,Asia,Marketing,Marketing-03,Marketing-PR,700002,IT-Infrastructure,9462.48,Auto
ASI,Asia,Marketing,Marketing-03,Marketing-PR,700003,IT-Consultant-System Implementation,2238.06,Auto
ASI,Asia,Marketing,Marketing-03,Marketing-PR,800000,Facilities-Offices,3447.76,Auto
ASI,Asia,Marketing,Marketing-03,Marketing-PR,800001,Facilities-Supplies,2071.83,Auto
ASI,Asia,Marketing,Marketing-03,Marketing-PR,800002,Facilities-Supplies,33.03,Auto
ASI,Asia,Product-Mgmt,Product-Mgmt-01,Product-Management,100000,Salary,90056.46,Auto
ASI,Asia,Product-Mgmt,Product-Mgmt-01,Product-Management,100001,Benefits,23414.68,Auto
ASI,Asia,Product-Mgmt,Product-Mgmt-01,Product-Management,200000,Contractors,18737.71,Auto
ASI,Asia,Product-Mgmt,Product-Mgmt-01,Product-Management,400000,Travel-Trips,9.1,Auto
ASI,Asia,Product-Mgmt,Product-Mgmt-01,Product-Management,400001,Travel-Hotels,225.03,Auto
ASI,Asia,Product-Mgmt,Product-Mgmt-01,Product-Management,500000,Professional-Services-Consultants,6373.42,Auto
ASI,Asia,Product-Mgmt,Product-Mgmt-01,Product-Management,600000,Legal-Consultants,13852.23,Auto
ASI,Asia,Product-Mgmt,Product-Mgmt-01,Product-Management,600001,Legal-Corporate Fees,36260.89,Auto
ASI,Asia,Product-Mgmt,Product-Mgmt-01,Product-Management,600002,Legal-Employment Fees,27231.49,Auto
ASI,Asia,Product-Mgmt,Product-Mgmt-01,Product-Management,700000,IT-Application-On-Premise,1328.62,Auto
ASI,Asia,Product-Mgmt,Product-Mgmt-01,Product-Management,700001,IT-Application-Subscription,3345.74,Auto
ASI,Asia,Product-Mgmt,Product-Mgmt-01,Product-Management,700002,IT-Infrastructure,8483.23,Auto
ASI,Asia,Product-Mgmt,Product-Mgmt-01,Product-Management,700003,IT-Consultant-System Implementation,9991.29,Auto
ASI,Asia,Product-Mgmt,Product-Mgmt-01,Product-Management,800000,Facilities-Offices,7649.79,Auto
ASI,Asia,Product-Mgmt,Product-Mgmt-01,Product-Management,800001,Facilities-Supplies,937.55,Auto
ASI,Asia,Product-Mgmt,Product-Mgmt-01,Product-Management,800002,Facilities-Supplies,4836.07,Auto
ASI,Asia,R&D,R&D-01,R&D-Infrastructure Developmet,100000,Salary,51424.47,Auto
ASI,Asia,R&D,R&D-01,R&D-Infrastructure Developmet,100001,Benefits,13370.36,Auto
ASI,Asia,R&D,R&D-01,R&D-Infrastructure Developmet,200000,Contractors,75097.37,Auto
ASI,Asia,R&D,R&D-01,R&D-Infrastructure Developmet,400000,Travel-Trips,510.82,Auto
ASI,Asia,R&D,R&D-01,R&D-Infrastructure Developmet,400001,Travel-Hotels,108.68,Auto
ASI,Asia,R&D,R&D-01,R&D-Infrastructure Developmet,500000,Professional-Services-Consultants,17487.59,Auto
ASI,Asia,R&D,R&D-01,R&D-Infrastructure Developmet,600000,Legal-Consultants,9858.62,Auto
ASI,Asia,R&D,R&D-01,R&D-Infrastructure Developmet,600001,Legal-Corporate Fees,40567.94,Auto
ASI,Asia,R&D,R&D-01,R&D-Infrastructure Developmet,600002,Legal-Employment Fees,15397.21,Auto
ASI,Asia,R&D,R&D-01,R&D-Infrastructure Developmet,700000,IT-Application-On-Premise,7806.68,Auto
ASI,Asia,R&D,R&D-01,R&D-Infrastructure Developmet,700001,IT-Application-Subscription,4547.6,Auto
ASI,Asia,R&D,R&D-01,R&D-Infrastructure Developmet,700002,IT-Infrastructure,6367.06,Auto
ASI,Asia,R&D,R&D-01,R&D-Infrastructure Developmet,700003,IT-Consultant-System Implementation,5917.54,Auto
ASI,Asia,R&D,R&D-01,R&D-Infrastructure Developmet,800000,Facilities-Offices,5200.17,Auto
ASI,Asia,R&D,R&D-01,R&D-Infrastructure Developmet,800001,Facilities-Supplies,5582.75,Auto
ASI,Asia,R&D,R&D-01,R&D-Infrastructure Developmet,800002,Facilities-Supplies,6032.65,Auto
ASI,Asia,R&D,R&D-02,R&D-Applications Development,100000,Salary,40519.77,Auto
ASI,Asia,R&D,R&D-02,R&D-Applications Development,100001,Benefits,10535.14,Auto
ASI,Asia,R&D,R&D-02,R&D-Applications Development,200000,Contractors,99039.04,Auto
ASI,Asia,R&D,R&D-02,R&D-Applications Development,400000,Travel-Trips,201.56,Auto
ASI,Asia,R&D,R&D-02,R&D-Applications Development,400001,Travel-Hotels,240.67,Auto
ASI,Asia,R&D,R&D-02,R&D-Applications Development,500000,Professional-Services-Consultants,15394.39,Auto
ASI,Asia,R&D,R&D-02,R&D-Applications Development,600000,Legal-Consultants,20550.94,Auto
ASI,Asia,R&D,R&D-02,R&D-Applications Development,600001,Legal-Corporate Fees,41307.57,Auto
ASI,Asia,R&D,R&D-02,R&D-Applications Development,600002,Legal-Employment Fees,10257.49,Auto
ASI,Asia,R&D,R&D-02,R&D-Applications Development,700000,IT-Application-On-Premise,2313.63,Auto
ASI,Asia,R&D,R&D-02,R&D-Applications Development,700001,IT-Application-Subscription,7306.86,Auto
ASI,Asia,R&D,R&D-02,R&D-Applications Development,700002,IT-Infrastructure,3282.48,Auto
ASI,Asia,R&D,R&D-02,R&D-Applications Development,700003,IT-Consultant-System Implementation,9970.51,Auto
ASI,Asia,R&D,R&D-02,R&D-Applications Development,800000,Facilities-Offices,9655.46,Auto
ASI,Asia,R&D,R&D-02,R&D-Applications Development,800001,Facilities-Supplies,3396.49,Auto
ASI,Asia,R&D,R&D-02,R&D-Applications Development,800002,Facilities-Supplies,6284.33,Auto
ASI,Asia,R&D,R&D-03,R&D-Research,100000,Salary,5929.22,Auto
ASI,Asia,R&D,R&D-03,R&D-Research,100001,Benefits,1541.6,Auto
ASI,Asia,R&D,R&D-03,R&D-Research,200000,Contractors,58479.94,Auto
ASI,Asia,R&D,R&D-03,R&D-Research,400000,Travel-Trips,950.24,Auto
ASI,Asia,R&D,R&D-03,R&D-Research,400001,Travel-Hotels,842.72,Auto
ASI,Asia,R&D,R&D-03,R&D-Research,500000,Professional-Services-Consultants,3362.58,Auto
ASI,Asia,R&D,R&D-03,R&D-Research,600000,Legal-Consultants,38345.04,Auto
ASI,Asia,R&D,R&D-03,R&D-Research,600001,Legal-Corporate Fees,21945.77,Auto
ASI,Asia,R&D,R&D-03,R&D-Research,600002,Legal-Employment Fees,13444.01,Auto
ASI,Asia,R&D,R&D-03,R&D-Research,700000,IT-Application-On-Premise,5098.45,Auto
ASI,Asia,R&D,R&D-03,R&D-Research,700001,IT-Application-Subscription,3333,Auto
ASI,Asia,R&D,R&D-03,R&D-Research,700002,IT-Infrastructure,8556.25,Auto
ASI,Asia,R&D,R&D-03,R&D-Research,700003,IT-Consultant-System Implementation,1896.2,Auto
ASI,Asia,R&D,R&D-03,R&D-Research,800000,Facilities-Offices,6197.01,Auto
ASI,Asia,R&D,R&D-03,R&D-Research,800001,Facilities-Supplies,1325.53,Auto
ASI,Asia,R&D,R&D-03,R&D-Research,800002,Facilities-Supplies,9332,Auto
ASI,Asia,R&D,R&D-04,R&D-Parternerships,100000,Salary,20975.6,Auto
ASI,Asia,R&D,R&D-04,R&D-Parternerships,100001,Benefits,5453.66,Auto
ASI,Asia,R&D,R&D-04,R&D-Parternerships,200000,Contractors,96590.66,Auto
ASI,Asia,R&D,R&D-04,R&D-Parternerships,400000,Travel-Trips,514.34,Auto
ASI,Asia,R&D,R&D-04,R&D-Parternerships,400001,Travel-Hotels,331.81,Auto
ASI,Asia,R&D,R&D-04,R&D-Parternerships,500000,Professional-Services-Consultants,29005.98,Auto
ASI,Asia,R&D,R&D-04,R&D-Parternerships,600000,Legal-Consultants,12555.98,Auto
ASI,Asia,R&D,R&D-04,R&D-Parternerships,600001,Legal-Corporate Fees,7380.81,Auto
ASI,Asia,R&D,R&D-04,R&D-Parternerships,600002,Legal-Employment Fees,12342.14,Auto
ASI,Asia,R&D,R&D-04,R&D-Parternerships,700000,IT-Application-On-Premise,9286.68,Auto
ASI,Asia,R&D,R&D-04,R&D-Parternerships,700001,IT-Application-Subscription,8200.56,Auto
